lexicon,lev, length_count, neighbors
real,1,3,965
real,1,4,4745
real,1,5,686
real,1,6,93
real,1,7,16
real,1,8,1
real,2,3,5779
real,2,4,47247
real,2,5,5988
real,2,6,567
real,2,7,53
real,2,8,8
real,3,3,16476
real,3,4,315605
real,3,5,38205
real,3,6,3843
real,3,7,329
real,3,8,25
real,4,8,90
real,4,4,1333493
real,4,5,182939
real,4,6,20566
real,4,7,1642
real,5,8,367
real,5,5,529247
real,5,6,79195
real,5,7,7398
real,6,8,1491
real,6,6,165481
real,6,7,24587
real,7,8,3828
real,7,7,39895
real,8,8,4486
0,0,3,26
0,0,4,184
0,0,5,11
0,0,6,3
0,1,3,322
0,1,4,3698
0,1,5,387
0,1,6,40
0,1,7,11
0,2,3,3256
0,2,4,43283
0,2,5,4513
0,2,6,433
0,2,7,34
0,2,8,2
0,3,3,19616
0,3,4,316928
0,3,5,34436
0,3,6,3400
0,3,7,246
0,3,8,14
0,4,8,61
0,4,4,1336997
0,4,5,179707
0,4,6,19277
0,4,7,1399
0,5,8,344
0,5,5,538011
0,5,6,79766
0,5,7,7253
0,6,8,1379
0,6,6,166826
0,6,7,24535
0,7,8,3719
0,7,7,40442
0,8,8,4777
1,0,3,23
1,0,4,180
1,0,5,10
1,0,6,4
1,0,7,1
1,1,3,299
1,1,4,3577
1,1,5,416
1,1,6,36
1,1,7,4
1,2,3,3276
1,2,4,43569
1,2,5,4588
1,2,6,452
1,2,7,40
1,2,8,5
1,3,3,19622
1,3,4,319026
1,3,5,34451
1,3,6,3421
1,3,7,269
1,3,8,13
1,4,8,68
1,4,4,1334738
1,4,5,180830
1,4,6,19354
1,4,7,1495
1,5,8,339
1,5,5,536770
1,5,6,80165
1,5,7,7365
1,6,8,1429
1,6,6,166313
1,6,7,25159
1,7,8,3670
1,7,7,39587
1,8,8,4772
2,0,3,20
2,0,4,166
2,0,5,7
2,0,6,1
2,1,3,277
2,1,4,3699
2,1,5,399
2,1,6,52
2,1,7,5
2,1,8,1
2,2,3,3159
2,2,4,43317
2,2,5,4612
2,2,6,428
2,2,7,44
2,2,8,5
2,3,3,19764
2,3,4,317201
2,3,5,34333
2,3,6,3334
2,3,7,256
2,3,8,16
2,4,8,66
2,4,4,1336707
2,4,5,179153
2,4,6,19110
2,4,7,1469
2,5,8,324
2,5,5,538561
2,5,6,79213
2,5,7,7211
2,6,8,1392
2,6,6,167607
2,6,7,24928
2,7,8,3722
2,7,7,40007
2,8,8,4770
3,0,3,26
3,0,4,184
3,0,5,9
3,0,6,2
3,1,3,356
3,1,4,3689
3,1,5,386
3,1,6,40
3,1,7,5
3,2,3,3529
3,2,4,43292
3,2,5,4430
3,2,6,400
3,2,7,38
3,2,8,3
3,3,3,19309
3,3,4,318148
3,3,5,33901
3,3,6,3283
3,3,7,254
3,3,8,11
3,4,8,69
3,4,4,1335777
3,4,5,179452
3,4,6,19308
3,4,7,1394
3,5,8,333
3,5,5,538887
