lexicon,lev, length_count, neighbors
real,1,8,2
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,2,8,11
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,3,8,29
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,4,518
0,1,5,23
0,2,4,17685
0,2,5,684
0,2,6,10
0,3,4,269882
0,3,5,15561
0,3,6,470
0,3,7,11
0,4,8,5
0,4,4,1396445
0,4,5,171103
0,4,6,8087
0,4,7,329
0,5,8,84
0,5,5,691104
0,5,6,69021
0,5,7,3951
0,6,8,849
0,6,6,227002
0,6,7,25451
0,7,8,4750
0,7,7,64219
0,8,8,10243
1,1,4,531
1,1,5,14
1,2,4,18252
1,2,5,742
1,2,6,12
1,2,7,1
1,3,4,271492
1,3,5,16040
1,3,6,579
1,3,7,9
1,4,8,2
1,4,4,1394255
1,4,5,172699
1,4,6,8776
1,4,7,242
1,5,8,63
1,5,5,688980
1,5,6,71850
1,5,7,3451
1,6,8,769
1,6,6,223373
1,6,7,24218
1,7,8,4642
1,7,7,66040
1,8,8,10455
2,1,4,535
2,1,5,10
2,2,4,18588
2,2,5,698
2,2,6,19
2,2,7,1
2,3,4,272726
2,3,5,15817
2,3,6,566
2,3,7,9
2,4,8,2
2,4,4,1392681
2,4,5,172568
2,4,6,8800
2,4,7,266
2,5,8,76
2,5,5,689382
2,5,6,71529
2,5,7,3494
2,6,8,832
2,6,6,223676
2,6,7,24141
2,7,8,4815
2,7,7,66050
2,8,8,10206
3,1,4,510
3,1,5,17
3,2,4,17720
3,2,5,698
3,2,6,11
3,3,4,267532
3,3,5,16131
3,3,6,511
3,3,7,10
3,4,8,4
3,4,4,1398768
3,4,5,173887
3,4,6,8435
3,4,7,263
3,5,8,82
3,5,5,687742
3,5,6,70812
3,5,7,3593
3,6,8,879
3,6,6,224821
3,6,7,24849
3,7,8,4716
3,7,7,65246
3,8,8,10250
4,1,4,500
4,1,5,14
4,2,4,18047
4,2,5,643
4,2,6,23
4,3,4,266731
4,3,5,16027
4,3,6,520
4,3,7,15
4,4,8,4
4,4,4,1399252
4,4,5,173490
4,4,6,8455
