lexicon,lev, length_count, neighbors
real,0,3,303
real,0,4,183
real,0,5,54
real,0,6,18
real,0,7,2
real,0,8,1
real,1,3,17107
real,1,4,6953
real,1,5,1126
real,1,6,118
real,1,7,19
real,1,8,2
real,2,3,215976
real,2,4,60291
real,2,5,8751
real,2,6,717
real,2,7,57
real,2,8,11
real,3,3,1160229
real,3,4,376449
real,3,5,54834
real,3,6,4738
real,3,7,428
real,3,8,29
real,4,8,136
real,4,4,1551127
real,4,5,245566
real,4,6,25807
real,4,7,2290
real,5,8,594
real,5,5,641179
real,5,6,95731
real,5,7,10529
real,6,8,2296
real,6,6,191672
real,6,7,32651
real,7,8,6047
real,7,7,48854
real,8,8,6994
0,0,3,1170
0,0,4,1140
0,0,5,675
0,0,6,314
0,0,7,152
0,0,8,44
0,1,3,17767
0,1,4,6636
0,1,5,1224
0,1,6,190
0,1,7,37
0,1,8,21
0,2,3,216050
0,2,4,59936
0,2,5,9069
0,2,6,853
0,2,7,87
0,2,8,14
0,3,3,1158628
0,3,4,383162
0,3,5,55197
0,3,6,4618
0,3,7,400
0,3,8,22
0,4,8,125
0,4,4,1544129
0,4,5,245311
0,4,6,25993
0,4,7,2329
0,5,8,488
0,5,5,640034
0,5,6,97381
0,5,7,10448
0,6,8,1909
0,6,6,189452
0,6,7,32294
0,7,8,5916
0,7,7,49083
0,8,8,7571
1,0,3,1170
1,0,4,1168
1,0,5,694
1,0,6,320
1,0,7,167
1,0,8,38
1,1,3,16966
1,1,4,6931
1,1,5,1080
1,1,6,181
1,1,7,28
1,1,8,19
1,2,3,214177
1,2,4,60616
1,2,5,8325
1,2,6,658
1,2,7,60
1,2,8,18
1,3,3,1161302
1,3,4,377593
1,3,5,53291
1,3,6,4589
1,3,7,366
1,3,8,20
1,4,8,106
1,4,4,1548695
1,4,5,241866
1,4,6,24939
1,4,7,2089
1,5,8,615
1,5,5,646254
1,5,6,95374
1,5,7,10261
1,6,8,2349
1,6,6,192740
1,6,7,32275
1,7,8,6094
1,7,7,49584
1,8,8,6851
2,0,3,1195
2,0,4,1170
2,0,5,755
2,0,6,312
2,0,7,144
2,0,8,42
2,1,3,16846
2,1,4,7306
2,1,5,1062
2,1,6,161
2,1,7,52
2,1,8,12
2,2,3,216201
2,2,4,60256
2,2,5,8489
2,2,6,656
2,2,7,66
2,2,8,27
2,3,3,1159373
2,3,4,368488
2,3,5,53532
2,3,6,4648
2,3,7,354
2,3,8,20
2,4,8,91
2,4,4,1557783
2,4,5,244035
2,4,6,26645
2,4,7,1946
2,5,8,487
2,5,5,643637
2,5,6,98873
2,5,7,10090
2,6,8,2020
2,6,6,187506
2,6,7,32189
2,7,8,5858
2,7,7,49989
2,8,8,7553
3,0,3,1165
3,0,4,1168
3,0,5,650
3,0,6,319
3,0,7,136
3,0,8,45
3,1,3,16815
3,1,4,7034
3,1,5,1141
3,1,6,170
3,1,7,49
3,1,8,9
3,2,3,217109
3,2,4,62718
3,2,5,8750
3,2,6,641
3,2,7,49
3,2,8,14
3,3,3,1158526
3,3,4,381436
3,3,5,55098
3,3,6,4473
3,3,7,400
3,3,8,15
3,4,8,103
3,4,4,1542647
3,4,5,243274
3,4,6,25398
3,4,7,2248
3,5,8,559
3,5,5,642597
3,5,6,97457
3,5,7,10401
3,6,8,2197
3,6,6,190343
3,6,7,32240
3,7,8,6038
3,7,7,49307
3,8,8,7130
4,0,3,1086
4,0,4,1136
4,0,5,694
4,0,6,351
4,0,7,168
4,0,8,54
4,1,3,16878
4,1,4,7396
4,1,5,1001
4,1,6,162
4,1,7,35
4,1,8,13
4,2,3,212000
4,2,4,58632
4,2,5,8432
4,2,6,713
4,2,7,73
4,2,8,9
4,3,3,1163651
4,3,4,378584
4,3,5,54631
4,3,6,4566
4,3,7,389
4,3,8,24
4,4,8,104
4,4,4,1549255
4,4,5,247292
4,4,6,25888
4,4,7,2105
4,5,8,471
4,5,5,639460
4,5,6,95286
4,5,7,10598
4,6,8,2297
4,6,6,191835
4,6,7,32791
4,7,8,5844
4,7,7,48671
4,8,8,7294
5,0,3,1092
5,0,4,1100
5,0,5,667
5,0,6,310
5,0,7,158
5,0,8,42
5,1,3,16834
5,1,4,6918
5,1,5,1119
5,1,6,145
5,1,7,35
5,1,8,21
5,2,3,213749
5,2,4,62691
5,2,5,8707
5,2,6,703
5,2,7,58
5,2,8,10
5,3,3,1161940
5,3,4,379987
5,3,5,54334
5,3,6,4517
5,3,7,376
5,3,8,27
5,4,8,99
5,4,4,1544307
5,4,5,247048
5,4,6,25315
5,4,7,2240
5,5,8,618
5,5,5,639635
5,5,6,95738
5,5,7,10248
5,6,8,2237
5,6,6,192073
5,6,7,31203
5,7,8,5930
5,7,7,50512
5,8,8,7126
6,0,3,1133
6,0,4,1230
6,0,5,702
6,0,6,328
6,0,7,156
6,0,8,38
6,1,3,17551
6,1,4,7139
6,1,5,1231
6,1,6,141
6,1,7,41
6,1,8,19
6,2,3,216028
6,2,4,62164
6,2,5,9218
6,2,6,578
6,2,7,63
6,2,8,10
6,3,3,1158903
6,3,4,381540
6,3,5,55875
6,3,6,4277
6,3,7,416
6,3,8,24
6,4,8,115
6,4,4,1542930
6,4,5,242433
6,4,6,24813
6,4,7,2172
6,5,8,573
6,5,5,642051
6,5,6,93992
6,5,7,10236
6,6,8,2357
6,6,6,194672
6,6,7,31915
6,7,8,5817
6,7,7,49831
6,8,8,7157
7,0,3,1071
7,0,4,1108
7,0,5,704
7,0,6,342
7,0,7,179
7,0,8,47
7,1,3,17239
7,1,4,6242
7,1,5,1070
7,1,6,176
7,1,7,45
7,1,8,26
7,2,3,219020
7,2,4,57159
7,2,5,8750
7,2,6,700
7,2,7,93
7,2,8,7
7,3,3,1156285
7,3,4,372749
7,3,5,55617
7,3,6,4550
7,3,7,485
7,3,8,35
7,4,8,114
7,4,4,1557745
7,4,5,246269
7,4,6,25075
7,4,7,2557
7,5,8,642
7,5,5,639100
7,5,6,94447
7,5,7,11183
7,6,8,2260
7,6,6,193511
7,6,7,32172
7,7,8,5956
7,7,7,48116
7,8,8,7023
8,0,3,1082
8,0,4,1078
8,0,5,732
8,0,6,286
8,0,7,177
8,0,8,58
