lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,425,1105,34872,39056,4.77904724716,6463
1,415,1059,33909,37778,4.78646786534,6463
2,415,1076,34233,38204,4.78463321893,6463
3,374,979,32857,36586,4.78855708563,6463
4,410,1066,33866,38040,4.78322171303,6463
5,387,1003,33995,37913,4.78496752674,6463
6,392,1027,34985,38942,4.78550947797,6463
7,400,1036,32699,36649,4.78959875065,6463
8,406,1050,33157,37087,4.78931621003,6463
9,395,1045,35093,39180,4.7843266863,6463
10,426,1095,35679,39841,4.78283477604,6463
11,433,1084,31895,35530,4.78828661285,6463
12,403,1045,34319,38145,4.78421026999,6463
13,403,1070,37215,41440,4.78129492965,6463
14,403,1057,34853,38996,4.78577942398,6463
15,423,1089,34590,38496,4.78721894451,6463
16,390,1041,35233,39237,4.7850137389,6463
17,402,1048,34216,38044,4.78437012094,6463
18,393,1038,33925,37781,4.78830212864,6463
19,381,984,33304,37172,4.78604400652,6463
20,395,1015,32912,36804,4.78747136343,6463
21,386,1015,34167,38089,4.78524288413,6463
22,416,1042,32200,36078,4.79080486389,6463
23,409,1064,34915,39061,4.7817048051,6463
24,404,1055,34170,38070,4.78672727594,6463
25,395,1053,35228,39240,4.78407244763,6463
26,411,1050,34123,38164,4.77979554882,6463
27,388,1004,32417,36207,4.78715012911,6463
28,433,1108,35520,39590,4.78671578276,6463
29,385,1010,34397,38279,4.78509783065,6463
