lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,1520,3835,25523,29860,4.80447039604,6463
1,1563,3884,25813,30024,4.79951243066,6463
2,1560,3920,25943,30307,4.79922146171,6463
3,1511,3850,26375,30619,4.8022196966,6463
4,1540,3877,25708,30262,4.79652094802,6463
5,1572,3968,25403,29935,4.7954389611,6463
6,1556,3917,26272,30607,4.79394700295,6463
7,1539,3873,25789,30532,4.7960363669,6463
8,1566,3961,26797,31545,4.79360077096,6463
9,1566,3925,25269,29999,4.79895256924,6463
10,1560,3882,25733,29948,4.79900227723,6463
11,1552,3896,25630,29626,4.79928486574,6463
12,1587,3980,25810,30390,4.79726594538,6463
13,1561,3926,26184,30662,4.79935937984,6463
14,1588,3949,25939,30053,4.80106721819,6463
15,1560,3895,24782,28986,4.80358810309,6463
16,1589,3961,26213,30560,4.7973888745,6463
17,1562,3898,25825,30380,4.80130426498,6463
18,1589,3956,25299,29563,4.8008008159,6463
19,1543,3905,26488,30862,4.79817361911,6463
20,1553,3885,25819,30107,4.79650979006,6463
21,1567,3927,26438,30677,4.79653315952,6463
22,1560,3914,26713,31172,4.79756754553,6463
23,1589,3970,25526,29835,4.79855380385,6463
24,1565,3879,26467,30970,4.79508813184,6463
25,1572,3912,26301,30802,4.79510972944,6463
26,1569,3912,26294,30719,4.80338227943,6463
27,1538,3897,26487,30803,4.79822002281,6463
28,1527,3904,25992,30273,4.79310129661,6463
29,1561,3942,25492,29910,4.79826106303,6463
