lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,354,882,29156,32438,4.82657929553,6463
1,362,918,30789,34171,4.82636557031,6463
2,366,921,29300,32460,4.83291893244,6463
3,338,868,29354,32537,4.82833688975,6463
4,351,913,31170,34447,4.82942141475,6463
5,342,891,31264,34575,4.82770744671,6463
6,359,928,29973,33218,4.82877904188,6463
7,376,953,30665,33979,4.82447293124,6463
8,347,909,31673,35137,4.82566611466,6463
9,370,922,29279,32372,4.82813619014,6463
10,343,889,29501,32523,4.82981955759,6463
11,353,926,31853,35334,4.82521467221,6463
12,350,893,29972,33172,4.82957441768,6463
13,364,952,32603,36008,4.8261799076,6463
14,327,835,29604,32820,4.82828119573,6463
15,367,924,30386,33467,4.83280155836,6463
16,355,904,29679,32766,4.83031874461,6463
17,359,904,28836,32029,4.83066516815,6463
18,347,924,30542,33881,4.82585738029,6463
19,371,972,31380,34827,4.82603375269,6463
20,351,897,31304,34617,4.82946350851,6463
21,376,938,29702,32826,4.83081410058,6463
22,356,902,28089,31210,4.830191745,6463
23,343,899,31110,34415,4.82774288401,6463
24,351,892,29977,33403,4.82600774937,6463
25,341,875,29691,32965,4.82637146056,6463
26,359,943,32152,35397,4.8272648157,6463
27,353,904,31012,34267,4.82820012094,6463
28,360,912,30086,33344,4.83244795159,6463
29,354,907,29599,32755,4.83155507533,6463
