lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,1161,2862,25131,30136,4.80128123074,6463
1,1176,2858,25160,30290,4.79935056841,6463
2,1164,2821,25896,30923,4.79405020211,6463
3,1171,2879,26033,31041,4.7955814765,6463
4,1155,2847,26273,31571,4.79560647416,6463
5,1125,2773,25313,30233,4.79499283424,6463
6,1166,2818,26113,30976,4.7975354604,6463
7,1167,2831,26032,30991,4.79560771926,6463
8,1158,2871,25970,31188,4.79479189518,6463
9,1175,2900,25289,30560,4.79775517165,6463
10,1142,2784,25577,30940,4.79804915757,6463
11,1159,2828,24997,29937,4.80000615843,6463
12,1172,2876,25982,31041,4.79936287569,6463
13,1179,2865,25381,30420,4.79354105433,6463
14,1140,2786,24771,29525,4.79396213563,6463
15,1155,2823,25333,30251,4.79817491209,6463
16,1142,2824,25655,30896,4.79628648719,6463
17,1176,2885,25223,30509,4.79382158364,6463
18,1150,2832,26605,31687,4.79195657609,6463
19,1207,2947,25822,31128,4.79470607946,6463
20,1143,2769,25874,31082,4.7961161966,6463
21,1153,2813,25628,30505,4.79789246724,6463
22,1172,2876,25779,30905,4.79660820039,6463
23,1183,2905,25314,30139,4.80221198659,6463
24,1175,2875,25157,30318,4.79598076866,6463
25,1174,2876,25019,30020,4.79332617979,6463
26,1165,2872,25462,30625,4.79661682028,6463
27,1183,2907,25806,31108,4.79483734112,6463
28,1164,2882,26000,31022,4.79538954043,6463
29,1155,2876,25824,30915,4.79406768131,6463
