lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,767,2060,29318,34689,4.83467729288,6463
1,714,1961,29352,34510,4.83817255982,6463
2,803,2183,30225,35770,4.8322418406,6463
3,760,2062,31102,36380,4.83591242639,6463
4,756,2061,33398,39410,4.82937486738,6463
5,749,2043,30148,35338,4.8395947448,6463
6,775,2091,30664,36190,4.83753622087,6463
7,773,2074,29964,34936,4.83400609129,6463
8,768,2121,30733,36531,4.83227100454,6463
9,761,2057,29795,34952,4.83779922309,6463
10,767,2094,31799,36874,4.83940989619,6463
11,771,2064,31613,36890,4.83625640763,6463
12,760,2036,30891,36660,4.83284221548,6463
13,776,2082,31339,36916,4.83734227349,6463
14,753,2061,31943,37652,4.83208060089,6463
15,776,2084,29524,34886,4.84023486692,6463
16,790,2110,29912,35480,4.83466402783,6463
17,759,2081,32497,38022,4.83499953285,6463
18,735,2008,32145,37521,4.8359637147,6463
19,794,2136,30595,36046,4.83239369421,6463
20,751,2025,31149,36272,4.83590543471,6463
21,763,2088,30755,36100,4.83688048718,6463
22,754,2047,31502,36954,4.83769219287,6463
23,706,1978,32055,37511,4.8332404062,6463
24,768,2075,31275,36896,4.83561686017,6463
25,754,2048,32214,37528,4.83407907297,6463
26,753,1987,30999,36224,4.83706624567,6463
27,748,2019,30706,35921,4.83255306628,6463
28,737,1995,30190,35517,4.83624893706,6463
29,775,2065,30337,35572,4.83400537296,6463
