lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,bppair,tdpair,kgpair,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5
real,0,0,18508,22523,4.96009179143,6197,0.217540644211,0.3473757662,131,193,120,4.39234187549,8.0054201918,10.8899157885,11.7469455126,11.3675037908,0.000161368404066,0.016943682427,0.285783443602,0.773761497499,0.963369372277
0,0,0,15157,19301,4.98142612166,6197,0.189027739173,0.324938735075,107,142,68,4.44728819475,8.20535173971,11.2023026992,12.0120225684,11.4501449319,0.000161368404066,0.0190414716798,0.332903017589,0.890914958851,0.997418105535
1,0,0,15440,19546,4.97556638591,6197,0.185430208767,0.324125856002,105,133,84,4.44561654062,8.19680322254,11.1870354814,12.0003401869,11.4480089405,0.0,0.0229143133774,0.326932386639,0.882039696627,0.996449895111
2,0,0,15002,18993,4.98105853714,6197,0.18206958278,0.325047205265,104,139,73,4.46052711605,8.22558102703,11.2191725636,12.0103927427,11.4437369575,0.0,0.0203324189124,0.335162175246,0.889139906406,0.994513474262
3,0,0,15570,19601,4.97795524251,6197,0.184018146027,0.325701689166,111,152,94,4.46216972906,8.20271595085,11.1943949215,12.0086349823,11.4430249604,0.0,0.0198483137002,0.325157334194,0.890430853639,0.994190737454
4,0,0,15270,19430,4.97852841808,6197,0.192012809538,0.331018365476,103,128,87,4.4890438293,8.2283137061,11.2012406258,12.0092766293,11.4427562215,0.0,0.0206551557205,0.336453122479,0.887848959174,0.994352105858
5,0,0,15220,19264,4.98320101784,6197,0.18611999798,0.324608961903,96,149,81,4.45514542713,8.19759667287,11.2138028811,12.0126642154,11.445872949,0.000161368404066,0.0172664192351,0.326448281426,0.889946748427,0.995481684686
6,0,0,15441,19517,4.98188256818,6197,0.181965023045,0.328232910252,119,147,82,4.44546861347,8.20754243707,11.2209716314,12.0111794798,11.4408889689,0.000161368404066,0.0213006293368,0.336453122479,0.892205906084,0.993222527029
7,0,0,15208,19250,4.97475183488,6197,0.188517327116,0.32911677001,116,127,78,4.46003714021,8.19838643372,11.2100588338,12.0125670948,11.4430249604,0.000161368404066,0.0230756817815,0.340325964176,0.890269485235,0.994190737454
8,0,0,15241,19213,4.9815856149,6197,0.179343186696,0.330057087303,112,143,82,4.45340012634,8.21321628238,11.2125477015,12.0150580616,11.4451609518,0.0,0.0209778925286,0.340003227368,0.890108116831,0.995158947878
9,0,0,15171,19115,4.98171354285,6197,0.182284594318,0.328816725979,107,146,96,4.4586125733,8.21080191296,11.2021371276,12.0033522208,11.4427562215,0.000161368404066,0.0229143133774,0.328384702275,0.887042117153,0.994352105858
10,0,0,15131,19203,4.98405598911,6197,0.183733873085,0.330091122284,109,136,84,4.47351884962,8.24216756173,11.2302140991,12.0160602191,11.4423129632,0.0,0.0206551557205,0.339519122156,0.891721800871,0.993868000645
11,0,0,15075,18958,4.98163832788,6197,0.189155331423,0.326389099443,106,145,73,4.46307474649,8.24986532596,11.2235084665,12.000974313,11.4472969433,0.0,0.0211392609327,0.337259964499,0.886880748749,0.996127158302
12,0,0,15196,19336,4.97914482663,6197,0.188338588249,0.32986579564,103,141,91,4.44186386481,8.20661098894,11.1866694233,12.0001527239,11.4451609518,0.0,0.0213006293368,0.333709859609,0.887364853962,0.995158947878
13,0,0,15489,19542,4.97869223462,6197,0.186955911377,0.331947147745,105,141,86,4.4835461588,8.21571502992,11.217565146,12.0142379601,11.4444489547,0.0,0.0201710505083,0.33451670163,0.894787800549,0.99483621107
14,0,0,15278,19410,4.97461427065,6197,0.187542380973,0.331206826145,105,145,94,4.44783369898,8.19380301184,11.1933317806,11.9953358569,11.4420442244,0.0,0.0196869452961,0.337098596095,0.88252380184,0.99402936905
15,0,0,15379,19546,4.97908935299,6197,0.185213486247,0.328953487389,111,124,73,4.43779389242,8.19245515221,11.1607076474,11.9869704109,11.4437369575,0.000161368404066,0.0209778925286,0.327416491851,0.877360012909,0.994513474262
16,0,0,15056,19132,4.97787685018,6197,0.182901486881,0.319941543538,115,133,84,4.45246143019,8.20274583338,11.1857769193,12.0162137269,11.4487209376,0.0,0.0204937873164,0.327900597063,0.894465063741,0.996772631919
17,0,0,15329,19422,4.97858066227,6197,0.18897559744,0.3267266325,109,146,85,4.43913857915,8.19811434518,11.1827016222,12.0039958273,11.4444489547,0.0,0.0224302081652,0.330321123124,0.889785380023,0.99483621107
18,0,0,14933,18905,4.97884261247,6197,0.182358539046,0.330489421802,102,140,93,4.45115589082,8.20536145243,11.2010452871,12.0121420855,11.4430249604,0.0,0.0201710505083,0.333064385993,0.891399064063,0.994190737454
19,0,0,15273,19290,4.97792555239,6197,0.186873441876,0.333796090142,103,131,89,4.43694236952,8.18420647374,11.1784308348,12.0015229129,11.4413322272,0.000161368404066,0.0214619977408,0.318379861223,0.88930127481,0.993706632241
20,0,0,15098,19266,4.98192397808,6197,0.193353894053,0.33221571758,98,128,85,4.46123886335,8.22375893899,11.1939947011,12.0104683637,11.4456042101,0.0,0.019364208488,0.334839438438,0.890592222043,0.99564305309
21,0,0,15239,19375,4.98065996031,6197,0.190587629749,0.322508983414,109,139,83,4.45109247239,8.20018388661,11.1843118251,12.0010687289,11.4430249604,0.000161368404066,0.0185573664676,0.336291754075,0.886235275133,0.994190737454
22,0,0,15286,19385,4.9789710613,6197,0.18757111677,0.325623207844,104,145,70,4.45915900174,8.23527087239,11.2162940312,12.0020540512,11.4480089405,0.0,0.0211392609327,0.326771018235,0.884621591092,0.996449895111
23,0,0,15471,19465,4.980657408,6197,0.187770009674,0.332861924829,97,148,83,4.45805893941,8.21884904541,11.2089937866,12.0134552965,11.4465849462,0.0,0.0209778925286,0.33096659674,0.888978538002,0.995804421494
24,0,0,15097,19049,4.97979602992,6197,0.181991184657,0.329093828041,92,121,79,4.45205556107,8.21713539569,11.2017920346,12.0043668696,11.4416009661,0.0,0.0185573664676,0.324511860578,0.890430853639,0.994190737454
25,0,0,15377,19514,4.97902486813,6197,0.188279642915,0.328297099864,99,137,86,4.46403950161,8.21248485186,11.2083622248,12.0018429748,11.4472969433,0.0,0.0204937873164,0.337905438115,0.887848959174,0.996127158302
26,0,0,15218,19191,4.97803113462,6197,0.18187722106,0.326888032241,109,140,78,4.43462770773,8.1926227879,11.2065480236,12.0096231611,11.4437369575,0.0,0.0179118928514,0.335807648862,0.888010327578,0.994513474262
27,0,0,15096,19243,4.97533152144,6197,0.179370445979,0.324606686332,97,130,66,4.44593431566,8.17880572319,11.1842995368,12.012063608,11.4444489547,0.0,0.0204937873164,0.3293529127,0.89204453768,0.99483621107
28,0,0,15578,19701,4.98221608719,6197,0.185681607317,0.335057971948,96,144,89,4.45221313159,8.20739092128,11.2089882767,12.0028936927,11.4441802158,0.000161368404066,0.0203324189124,0.32499596579,0.886396643537,0.994997579474
29,0,0,15402,19576,4.98015345729,6197,0.185707840073,0.327343303239,100,146,85,4.46452091468,8.23499992775,11.2116336147,12.0086050651,11.4451609518,0.0,0.0213006293368,0.338550911731,0.88768759077,0.995158947878
