lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,bppair,tdpair,kgpair,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5
real,0,0,6331,8238,5.4332109274,5930,0.120706903179,0.323602440409,50,38,30,4.31424865059,7.7596482732,10.4730526372,11.7684515729,11.7249539607,0.0,0.014502529511,0.23305227656,0.694603709949,0.923102866779
0,0,0,7531,10296,5.43650402728,5930,0.141305072492,0.31704040924,73,51,43,4.29629648502,7.64761443284,10.3605226775,11.8101902604,11.7904959619,0.0,0.00893760539629,0.184991568297,0.693929173693,0.955649241147
1,0,0,7352,9957,5.43865773087,5930,0.136473880229,0.315369743838,54,53,34,4.31400266839,7.69586337759,10.4123212852,11.8474180595,11.8063061816,0.0,0.00994940978078,0.192917369309,0.714502529511,0.965092748735
2,0,0,7731,10528,5.43577948956,5930,0.140127359543,0.317564072419,58,55,42,4.29566906891,7.63315386661,10.3445845997,11.837835459,11.8046988952,0.0,0.00843170320405,0.181787521079,0.707082630691,0.964755480607
3,0,0,7566,10359,5.43352572615,5930,0.143164049188,0.315702506515,65,49,42,4.31679184748,7.68376979415,10.3746416232,11.8148793919,11.8019596607,0.000337268128162,0.00910623946037,0.189713322091,0.697976391231,0.960876897133
4,0,0,7432,10108,5.44051284779,5930,0.139298550463,0.317646471704,67,49,30,4.30133840175,7.6645500708,10.3683554654,11.8298914446,11.7969960055,0.0,0.0111298482293,0.18802698145,0.707588532884,0.959527824621
5,0,0,7482,10218,5.4341269383,5930,0.136071443216,0.31516237439,67,52,27,4.29994214903,7.68691824811,10.3929790993,11.8518081452,11.8044966752,0.0,0.00741989881956,0.188364249578,0.706913996627,0.965935919056
6,0,0,7582,10323,5.43195059468,5930,0.138221342926,0.309823182711,72,49,27,4.32513040811,7.70627049608,10.4268642285,11.8511239733,11.8009218083,0.000168634064081,0.00961214165261,0.187689713322,0.715851602024,0.962900505902
7,0,0,7804,10588,5.4328134186,5930,0.140856560074,0.311536643026,66,58,39,4.29440860359,7.66355054937,10.3820690192,11.8257294648,11.8009485604,0.000505902192243,0.010455311973,0.192074198988,0.705733558179,0.963069139966
8,0,0,7768,10472,5.43801971446,5930,0.135314035695,0.314062089448,74,62,43,4.29436277853,7.67437263255,10.4003241336,11.860827382,11.8061039615,0.0,0.0106239460371,0.193423271501,0.719055649241,0.965261382799
9,0,0,7526,10170,5.43544574827,5930,0.138726424549,0.317573777188,64,55,39,4.30613441431,7.72225915246,10.3913937471,11.8126220423,11.7965206673,0.000168634064081,0.00809443507589,0.186509274874,0.694097807757,0.960708263069
10,0,0,7662,10365,5.43186117227,5930,0.138485103744,0.313792464534,72,44,37,4.30706341771,7.69246492132,10.4182391652,11.8504575693,11.8000083581,0.000168634064081,0.00961214165261,0.192074198988,0.715008431703,0.961720067454
11,0,0,7563,10311,5.44416756236,5930,0.13821103161,0.316611395351,61,39,41,4.2941333791,7.68755832547,10.4278251982,11.8300885104,11.8086514501,0.0,0.0102866779089,0.19089376054,0.702023608769,0.965598650927
12,0,0,7779,10702,5.43023899733,5930,0.135595573549,0.315051417887,64,41,51,4.29679473141,7.66015664267,10.3650568728,11.8263492863,11.7964602433,0.000168634064081,0.010455311973,0.188870151771,0.698988195616,0.959190556492
13,0,0,7519,10177,5.4375798836,5930,0.136185738173,0.315545633089,69,51,37,4.30772671269,7.68395484527,10.4282021675,11.8354595667,11.8084492301,0.0,0.00927487352445,0.189376053963,0.70084317032,0.966441821248
14,0,0,7785,10511,5.4323693214,5930,0.136426464638,0.312530948007,84,48,38,4.29305669927,7.65807525512,10.3609043051,11.8327424346,11.794923855,0.000168634064081,0.00910623946037,0.182967959528,0.705564924115,0.957335581788
15,0,0,7817,10549,5.43407784699,5930,0.141238978389,0.314211202181,87,49,34,4.29008242629,7.69270675647,10.3855184099,11.8361384873,11.8053659793,0.000168634064081,0.00910623946037,0.181112984823,0.706070826307,0.964418212479
16,0,0,7765,10548,5.43066039762,5930,0.141881896966,0.314893355933,63,56,41,4.29806552293,7.69744334972,10.3746398308,11.8604090227,11.8178303043,0.0,0.00994940978078,0.186340640809,0.713659359191,0.970489038786
17,0,0,7525,10231,5.43343107036,5930,0.14161912532,0.310677061266,72,53,39,4.29831457656,7.67405765941,10.3616784969,11.8098335247,11.8015888924,0.000168634064081,0.00826306913997,0.187015177066,0.698145025295,0.962563237774
18,0,0,7785,10576,5.43395036885,5930,0.138924856113,0.317108993944,76,54,37,4.30528156388,7.66854163035,10.3715227535,11.8273739419,11.7940614707,0.000168634064081,0.010455311973,0.18431703204,0.705059021922,0.960370994941
19,0,0,7725,10462,5.43308891017,5930,0.142233593259,0.315201629328,73,51,39,4.29560789201,7.66694376155,10.367756742,11.8421324659,11.8030207108,0.0,0.00860033726813,0.187689713322,0.709780775717,0.96323777403
20,0,0,7662,10356,5.43475778727,5930,0.140403432138,0.315901666122,65,55,41,4.30060140404,7.67951262142,10.363616777,11.8161035026,11.8000083581,0.0,0.00826306913997,0.192917369309,0.704721753794,0.961045531197
21,0,0,7638,10333,5.43812386995,5930,0.13465139685,0.315638077439,76,54,32,4.30868561154,7.69435542725,10.4076012526,11.8431323161,11.7943067207,0.0,0.00843170320405,0.184148397976,0.707082630691,0.959527824621
22,0,0,7523,10275,5.43827768561,5930,0.141362755472,0.313680103171,69,48,39,4.31525537495,7.66142898614,10.3811948188,11.8404569699,11.8086514501,0.000168634064081,0.00725126475548,0.190219224283,0.713322091062,0.966273187184
