lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,bppair,tdpair,kgpair,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5
real,0,0,6327,8234,5.43207877034,5922,0.120814080289,0.323639675012,50,38,30,4.31314892224,7.75794750265,10.4718348039,11.7658654656,11.7222944995,0.0,0.0143532590341,0.233198243837,0.694360013509,0.922661263087
0,0,0,7018,9053,5.45928004782,5922,0.122908016443,0.346949771019,46,64,30,4.30358445407,7.8825440135,10.8424969288,12.0529007441,11.8470187627,0.00016886187099,0.0140155352921,0.266464032421,0.825059101655,0.989868287741
1,0,0,6996,9074,5.46474488682,5922,0.118490122509,0.343873802492,40,51,32,4.34000318248,7.89130483734,10.8757525221,12.0480675942,11.8443363592,0.000506585612969,0.0145221209051,0.265957446809,0.822019587977,0.987504221547
2,0,0,7042,9114,5.46627619391,5922,0.118749571635,0.348392272536,47,57,33,4.31818377035,7.90953788042,10.8626642746,12.0534628597,11.8421194433,0.000337723741979,0.0146909827761,0.267646065518,0.824721377913,0.986997635934
3,0,0,7060,9093,5.46198634378,5922,0.121294637567,0.347134333755,33,62,29,4.32080438005,7.90311436576,10.8777608872,12.0440026842,11.844133868,0.000337723741979,0.0130023640662,0.26629517055,0.817122593718,0.987673083418
4,0,0,7081,9096,5.46405016039,5922,0.120527620672,0.351756647865,40,55,26,4.31266356283,7.88336689626,10.8771101583,12.0618127044,11.8435973873,0.000337723741979,0.0136778115502,0.270516717325,0.831475852752,0.987335359676
5,0,0,6839,8770,5.46815703167,5922,0.116962888423,0.346666666667,40,59,35,4.30771575494,7.92154373153,10.8997082905,12.0625329453,11.8425244259,0.0,0.0151975683891,0.281323877069,0.832320162107,0.986659912192
6,0,0,6829,8816,5.46617911473,5922,0.118081362217,0.352971012655,34,65,37,4.31816513481,7.91532648959,10.9065866195,12.0681319441,11.8403785032,0.000506585612969,0.0145221209051,0.277946639649,0.830969267139,0.985309017224
7,0,0,6919,8864,5.46500167322,5922,0.116379359246,0.353890894505,44,38,25,4.31824326767,7.90830828339,10.9004238471,12.0731375198,11.8502376468,0.00016886187099,0.0136778115502,0.274569402229,0.830462681527,0.991219182709
8,0,0,7082,9023,5.46359864525,5922,0.120346468187,0.35143493623,49,48,32,4.32106496377,7.92510148123,10.9306261929,12.0602513239,11.8363496539,0.000506585612969,0.0128335021952,0.279635258359,0.82759202972,0.983958122256
9,0,0,7269,9310,5.46128049488,5922,0.121114601598,0.352016542803,40,70,31,4.31688827085,7.87293367829,10.8748606543,12.0648360764,11.8534565309,0.00016886187099,0.0128335021952,0.276595744681,0.830293819656,0.99324552516
10,0,0,6709,8561,5.46950826887,5922,0.117016484128,0.353902095858,35,53,28,4.33272889458,7.93670322259,10.9262684352,12.0678733488,11.8430609066,0.00016886187099,0.0135089496792,0.272036474164,0.831644714623,0.986997635934
11,0,0,7016,9050,5.46153072188,5922,0.117712263081,0.354973022247,38,65,29,4.33270985262,7.91298384378,10.899426469,12.0656738811,11.8391030505,0.000337723741979,0.0131712259372,0.274231678487,0.832489023978,0.984802431611
