lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,bppair,tdpair,kgpair,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5
real,0,0,13237,16637,4.95285503561,5343,0.195364860586,0.302467146844,69,68,1,4.22249746601,7.74993455697,10.5841091225,11.5412218161,11.222238008,0.0,0.0174059517125,0.2376941793,0.663672094329,0.895751450496
0,0,0,11056,14266,4.99874845431,5343,0.172942691489,0.314787296379,69,50,5,4.31454505772,8.08070774579,10.9684067558,11.8911242301,11.4199221282,0.0,0.0194647201946,0.313681452368,0.861688190155,0.991016282987
1,0,0,10804,13980,5.00187448064,5343,0.170479962906,0.311081383041,82,53,4,4.3333387572,8.13864242127,10.9772163979,11.9069022503,11.4307407362,0.000374321542205,0.0192775594235,0.307879468463,0.87273067565,0.99663110612
2,0,0,11415,14632,4.999138612,5343,0.174241262168,0.319427581409,69,58,0,4.31646319126,8.09410061293,10.944944277,11.8806819235,11.4177584066,0.0,0.0177802732547,0.316301703163,0.852891633914,0.98989331836
3,0,0,11086,14338,4.99780949724,5343,0.169906612444,0.306366854089,72,54,2,4.3393780414,8.08310952194,10.9433383658,11.894473654,11.4148734445,0.000187160771102,0.018341755568,0.308440950777,0.868613138686,0.988396032192
4,0,0,10560,13672,5.00322356575,5343,0.169212705012,0.306142673542,62,50,2,4.31500154151,8.10553198436,10.9814463859,11.8855063918,11.424970812,0.000187160771102,0.0179674340258,0.31742466779,0.863746958637,0.993636533783
5,0,0,10739,13893,5.01013814371,5343,0.169377330952,0.31176508933,68,51,2,4.34391698219,8.11370552603,10.9744839278,11.9025877444,11.4271345336,0.0,0.018341755568,0.31910911473,0.868238817144,0.994759498409
6,0,0,11502,14832,4.99393265562,5343,0.175645151152,0.315757980453,71,60,4,4.34919093949,8.14434557283,10.9820367115,11.9035209243,11.4184796472,0.000187160771102,0.0204005240502,0.314991577765,0.869174620999,0.990267639903
7,0,0,11268,14440,4.99582192133,5343,0.170690741789,0.317365157715,75,55,4,4.34261312436,8.11685883703,11.0050016139,11.900044054,11.4220858498,0.0,0.0170316301703,0.331461725622,0.869548942542,0.992139247614
8,0,0,11225,14464,4.99913707042,5343,0.171840287282,0.30833496874,74,57,1,4.31876116522,8.07408645155,10.9894726597,11.9051782432,11.4225348626,0.000187160771102,0.0190903986524,0.314242934681,0.869174620999,0.992700729927
