lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,bppair,tdpair,kgpair,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5
real,0,0,18508,22523,4.96009179143,6197,0.217540644211,0.3473757662,131,193,120,4.39234187549,8.0054201918,10.8899157885,11.7469455126,11.3675037908,0.000161368404066,0.016943682427,0.285783443602,0.773761497499,0.963369372277
0,0,0,14544,18002,5.00880661033,6197,0.182716424132,0.339063624477,79,139,82,4.41580608734,8.10769383346,11.0856678729,11.9392934391,11.4313642671,0.000161368404066,0.014523156366,0.297886073907,0.846377279329,0.989188316928
1,0,0,14562,17966,5.00880629781,6197,0.180000117797,0.338644023285,101,144,89,4.40464461369,8.10155050888,11.0859562003,11.9298918447,11.4351929917,0.000645473616266,0.016943682427,0.299661126351,0.845731805712,0.990640632564
2,0,0,14366,17761,5.00844522428,6197,0.18421430535,0.337947533354,85,129,84,4.42468922793,8.12312704856,11.0803341859,11.9350627643,11.4353675111,0.0,0.0162982088107,0.296111021462,0.846538647733,0.99128610618
3,0,0,14298,17786,5.00865581578,6197,0.175244015882,0.345038594007,74,120,80,4.41783996515,8.11906373191,11.0985487034,11.9451804096,11.4303835311,0.000322736808133,0.0196869452961,0.297079231886,0.851541068259,0.989026948523
4,0,0,14461,18009,5.00611689386,6197,0.181239495751,0.335235743571,77,138,80,4.41779913799,8.090435594,11.078474278,11.9435421662,11.4327882614,0.000161368404066,0.0185573664676,0.291915442956,0.851379699855,0.989833790544
5,0,0,14666,18191,5.00796716127,6197,0.183362993404,0.334410565314,82,147,82,4.4081851787,8.10024575652,11.068851708,11.929097907,11.4268235453,0.0,0.0164595772148,0.29724060029,0.850088752622,0.987413264483
6,0,0,14333,17813,5.00903532843,6197,0.178849941445,0.33632819764,70,131,85,4.40765076255,8.11966603556,11.1096006848,11.9233949522,11.4246875538,0.0,0.0166209456188,0.306922704534,0.842020332419,0.987090527675
7,0,0,14406,17889,5.00875092834,6197,0.178419813651,0.338312651055,87,138,78,4.42231334914,8.12938686036,11.1119821993,11.9488098862,11.4322507836,0.000322736808133,0.0137163143457,0.293690495401,0.852509278683,0.990156527352
8,0,0,14337,17767,5.01277956503,6197,0.181047314477,0.342049187003,87,132,81,4.43025502615,8.13061323798,11.1300946396,11.9511106854,11.4332315197,0.000161368404066,0.0154913667904,0.303049862837,0.855091173148,0.990317895756
