lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,17564,21974,4.84841237867,6104
1,0,0,17227,21708,4.84585675266,6104
2,0,0,17117,21553,4.84242274764,6104
3,0,0,17264,21654,4.84845924775,6104
4,0,0,17483,21886,4.85085531491,6104
5,0,0,17846,22231,4.84688014124,6104
6,0,0,17453,21763,4.84757566107,6104
7,0,0,17502,21891,4.84628249347,6104
8,0,0,17127,21462,4.84727925312,6104
9,0,0,17786,22261,4.84336571254,6104
10,0,0,17416,21736,4.84530522234,6104
11,0,0,17559,21926,4.84483008915,6104
12,0,0,17745,22128,4.85069274956,6104
13,0,0,17131,21559,4.84724467845,6104
14,0,0,17448,21932,4.84429901372,6104
15,0,0,17617,22078,4.84426776767,6104
16,0,0,17590,22035,4.84624104683,6104
17,0,0,17971,22468,4.84547133105,6104
18,0,0,17851,22288,4.84185199725,6104
19,0,0,17257,21596,4.84739038597,6104
20,0,0,17564,22073,4.84473323714,6104
21,0,0,17244,21568,4.84563287634,6104
22,0,0,17206,21620,4.84897185472,6104
23,0,0,17672,22037,4.84482021067,6104
24,0,0,17411,21708,4.84693517079,6104
25,0,0,17291,21704,4.84247283795,6104
26,0,0,17381,21844,4.84447156492,6104
27,0,0,17173,21634,4.84760497437,6104
28,0,0,17823,22337,4.84272388008,6104
29,0,0,17706,22118,4.84764609889,6104
