lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,21059,25547,4.73530888167,6104
1,0,0,20748,25336,4.73421612902,6104
2,0,0,21287,25652,4.73619488428,6104
3,0,0,21135,25568,4.73254301593,6104
4,0,0,20875,25343,4.73649478191,6104
5,0,0,21382,25850,4.73094425984,6104
6,0,0,21104,25477,4.73912111419,6104
7,0,0,20943,25365,4.73828675883,6104
8,0,0,21141,25551,4.73201940304,6104
9,0,0,21039,25427,4.74063418524,6104
10,0,0,21369,25854,4.7357188384,6104
11,0,0,20666,25080,4.73808994094,6104
12,0,0,21211,25700,4.7352475707,6104
13,0,0,20856,25336,4.73642638421,6104
14,0,0,21507,25970,4.73099349116,6104
15,0,0,21101,25565,4.73269661548,6104
16,0,0,21213,25561,4.73626220824,6104
17,0,0,21615,26181,4.73329071988,6104
18,0,0,21227,25581,4.73179622466,6104
19,0,0,21502,25934,4.73628706549,6104
20,0,0,21313,25682,4.73768905738,6104
21,0,0,21191,25547,4.73357295437,6104
22,0,0,21565,26056,4.72976716433,6104
23,0,0,21254,25642,4.73155436308,6104
24,0,0,21411,25884,4.73224880916,6104
25,0,0,21401,25890,4.73584758071,6104
26,0,0,21237,25598,4.74005699236,6104
27,0,0,21076,25438,4.73272243911,6104
28,0,0,21057,25493,4.73718122858,6104
29,0,0,21592,26115,4.7326731541,6104
