lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,14524,17947,4.90357255064,6104
1,0,0,14438,17739,4.90789041077,6104
2,0,0,14522,17933,4.90628832607,6104
3,0,0,14420,17793,4.90618513895,6104
4,0,0,14489,17858,4.9030364286,6104
5,0,0,14278,17600,4.90819997213,6104
6,0,0,14185,17518,4.90541102081,6104
7,0,0,14262,17675,4.90659021013,6104
8,0,0,14579,17968,4.90509550016,6104
9,0,0,14617,17948,4.90383508186,6104
10,0,0,14187,17573,4.90604818248,6104
11,0,0,14590,17898,4.90891922177,6104
12,0,0,14486,17908,4.90231181021,6104
13,0,0,14467,17877,4.90674032001,6104
14,0,0,14664,18032,4.90673521971,6104
15,0,0,14173,17596,4.90588110739,6104
16,0,0,14407,17817,4.90454536572,6104
17,0,0,14437,17872,4.90659176706,6104
18,0,0,14378,17816,4.90174873711,6104
19,0,0,14455,17875,4.90403410093,6104
20,0,0,14424,17757,4.9072740798,6104
21,0,0,14235,17582,4.90579118106,6104
22,0,0,14374,17834,4.90778099592,6104
23,0,0,14296,17604,4.90847957593,6104
24,0,0,14305,17711,4.90439504109,6104
25,0,0,14126,17535,4.90585496165,6104
26,0,0,14501,17956,4.90518537281,6104
27,0,0,14640,18125,4.90749172839,6104
28,0,0,14821,18236,4.90512728308,6104
29,0,0,14594,18090,4.9059745771,6104
