lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,18726,23039,4.85012956909,6104
1,0,0,18664,22905,4.85061323857,6104
2,0,0,18579,22824,4.85098695633,6104
3,0,0,18624,22853,4.85041776287,6104
4,0,0,18638,22883,4.84916663249,6104
5,0,0,18710,22963,4.84878813655,6104
6,0,0,18605,22822,4.84977104486,6104
7,0,0,18581,22848,4.85029283237,6104
8,0,0,18660,22893,4.85153993621,6104
9,0,0,18602,22842,4.84885218558,6104
10,0,0,18705,22949,4.85033164834,6104
11,0,0,18643,22927,4.85000055835,6104
12,0,0,18651,22899,4.84991004145,6104
13,0,0,18660,22937,4.84999266631,6104
14,0,0,18673,22914,4.84991884618,6104
15,0,0,18649,22897,4.84809293884,6104
16,0,0,18673,22957,4.84852866551,6104
17,0,0,18629,22865,4.85046887325,6104
18,0,0,18645,22915,4.84959811785,6104
19,0,0,18717,23013,4.84844587959,6104
20,0,0,18589,22860,4.84935174653,6104
21,0,0,18672,22914,4.85071476138,6104
22,0,0,18679,22905,4.84932651346,6104
23,0,0,18591,22853,4.85088495034,6104
24,0,0,18660,22926,4.85019474555,6104
25,0,0,18637,22918,4.84999422324,6104
26,0,0,18642,22888,4.85044165375,6104
27,0,0,18707,22938,4.84884799797,6104
28,0,0,18590,22872,4.85073161922,6104
29,0,0,18677,22938,4.84953455201,6104
