lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,17775,21783,4.8485193776,6104
1,0,0,17725,21755,4.85292721776,6104
2,0,0,17562,21585,4.85213334267,6104
3,0,0,17721,21650,4.85015866764,6104
4,0,0,17709,21636,4.85179468276,6104
5,0,0,17518,21454,4.85256842509,6104
6,0,0,17740,21755,4.85074004813,6104
7,0,0,17699,21697,4.85027903472,6104
8,0,0,17727,21629,4.85422811633,6104
9,0,0,17549,21513,4.84940790351,6104
10,0,0,17678,21674,4.85407403359,6104
11,0,0,17632,21664,4.85068313953,6104
12,0,0,17699,21599,4.85392982932,6104
13,0,0,17879,21898,4.84856962897,6104
14,0,0,17782,21785,4.85468666013,6104
15,0,0,17595,21514,4.85077725348,6104
16,0,0,17659,21637,4.8528199504,6104
17,0,0,17775,21734,4.85158793271,6104
18,0,0,17605,21586,4.85312194183,6104
19,0,0,17763,21764,4.85203692016,6104
20,0,0,17576,21521,4.85144641281,6104
21,0,0,17760,21775,4.8507992653,6104
22,0,0,17739,21771,4.8512242008,6104
23,0,0,17710,21786,4.851949195,6104
24,0,0,17713,21672,4.85285082063,6104
25,0,0,17817,21772,4.85181733883,6104
26,0,0,17653,21624,4.85249734301,6104
27,0,0,17863,21922,4.85194849707,6104
28,0,0,17816,21798,4.85296512104,6104
29,0,0,17816,21825,4.84849978171,6104
