lexicon,lev, length_count, neighbors
real,1,8,2
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,2,8,11
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,3,8,29
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,4,2698
0,1,5,112
0,1,6,3
0,2,4,41636
0,2,5,2545
0,2,6,88
0,2,7,2
0,3,4,333623
0,3,5,31214
0,3,6,1555
0,3,7,60
0,4,8,19
0,4,4,1306573
0,4,5,208975
0,4,6,15015
0,4,7,764
0,5,8,218
0,5,5,635629
0,5,6,83937
0,5,7,6237
0,6,8,1385
0,6,6,203992
0,6,7,28655
0,7,8,5370
0,7,7,58243
0,8,8,8939
1,1,4,2359
1,1,5,126
1,1,6,2
1,2,4,40035
1,2,5,2701
1,2,6,101
1,2,7,1
1,3,8,2
1,3,4,336089
1,3,5,31463
1,3,6,1625
1,3,7,64
1,4,8,15
1,4,4,1306047
1,4,5,210703
1,4,6,15626
1,4,7,780
1,5,8,156
1,5,5,633482
1,5,6,85704
1,5,7,6226
1,6,8,1230
1,6,6,201532
1,6,7,28649
1,7,8,5259
1,7,7,58241
1,8,8,9269
2,1,4,2303
2,1,5,111
2,1,6,3
2,2,4,39045
2,2,5,2565
2,2,6,87
2,2,7,5
2,3,8,1
2,3,4,333390
2,3,5,31033
2,3,6,1570
2,3,7,49
2,4,8,10
2,4,4,1309792
2,4,5,210843
2,4,6,15114
2,4,7,700
2,5,8,176
2,5,5,633923
2,5,6,83674
2,5,7,6147
2,6,8,1231
2,6,6,204142
2,6,7,28438
2,7,8,5420
2,7,7,58622
2,8,8,9093
3,1,4,2372
3,1,5,127
3,1,6,3
3,2,4,39479
3,2,5,2626
3,2,6,113
3,2,7,3
3,3,8,1
3,3,4,332895
3,3,5,31934
3,3,6,1540
3,3,7,75
3,4,8,13
3,4,4,1309784
3,4,5,212020
3,4,6,15092
3,4,7,757
3,5,8,170
3,5,5,631768
3,5,6,84764
3,5,7,6168
3,6,8,1359
3,6,6,203078
3,6,7,28855
3,7,8,5185
3,7,7,58103
3,8,8,9203
4,1,4,2344
4,1,5,101
4,1,6,3
4,2,4,39328
4,2,5,2475
4,2,6,88
4,2,7,2
4,3,8,3
4,3,4,332375
4,3,5,31069
4,3,6,1654
4,3,7,65
4,4,8,17
4,4,4,1310483
4,4,5,211923
4,4,6,15121
4,4,7,754
4,5,8,200
4,5,5,632907
4,5,6,84596
4,5,7,6011
4,6,8,1425
4,6,6,203128
4,6,7,28572
4,7,8,5410
4,7,7,58557
4,8,8,8876
5,1,4,2382
5,1,5,113
5,1,6,6
5,2,4,38821
5,2,5,2425
5,2,6,94
5,2,7,4
5,3,8,1
5,3,4,332309
5,3,5,30687
5,3,6,1611
5,3,7,70
5,4,8,22
5,4,4,1311018
5,4,5,209629
5,4,6,15116
5,4,7,704
5,5,8,173
5,5,5,635621
5,5,6,85085
5,5,7,5944
5,6,8,1295
5,6,6,202678
5,6,7,28230
5,7,8,5203
5,7,7,59009
5,8,8,9237
6,1,4,2298
6,1,5,115
6,1,6,5
6,2,8,1
6,2,4,38485
6,2,5,2657
6,2,6,78
6,2,7,2
6,3,8,1
6,3,4,330436
6,3,5,31835
6,3,6,1359
6,3,7,62
6,4,8,18
6,4,4,1313311
6,4,5,211699
6,4,6,14475
6,4,7,818
6,5,8,220
6,5,5,632169
6,5,6,81832
6,5,7,6398
6,6,8,1458
6,6,6,206841
6,6,7,29077
6,7,8,5516
6,7,7,57604
6,8,8,8717
7,1,4,2343
7,1,5,118
7,1,6,2
7,2,4,38829
7,2,5,2631
7,2,6,110
7,2,7,4
7,3,8,1
7,3,4,332092
7,3,5,30943
7,3,6,1589
7,3,7,43
7,4,8,14
7,4,4,1311266
7,4,5,212110
7,4,6,15459
7,4,7,699
7,5,8,167
7,5,5,632673
7,5,6,85619
7,5,7,6100
7,6,8,1355
7,6,6,201811
7,6,7,28713
7,7,8,5338
7,7,7,58402
7,8,8,9056
8,1,4,2425
8,1,5,131
8,1,6,2
8,2,4,39817
8,2,5,2744
8,2,6,73
8,2,7,3
8,3,4,335563
8,3,5,32992
8,3,6,1446
8,3,7,63
8,4,8,22
8,4,4,1306725
8,4,5,217356
8,4,6,14408
8,4,7,798
8,5,8,215
8,5,5,625252
8,5,6,82944
8,5,7,6209
8,6,8,1287
8,6,6,205717
8,6,7,28662
8,7,8,5365
8,7,7,58226
8,8,8,9042
9,1,4,2422
9,1,5,170
9,1,6,2
9,2,4,39575
9,2,5,3082
9,2,6,100
9,2,7,2
9,3,8,1
9,3,4,337105
9,3,5,34535
9,3,6,1586
9,3,7,45
9,4,8,8
9,4,4,1305428
9,4,5,217493
9,4,6,15554
9,4,7,752
9,5,8,173
9,5,5,623195
9,5,6,84997
9,5,7,5921
9,6,8,1321
9,6,6,202351
9,6,7,28482
9,7,8,5484
9,7,7,58759
9,8,8,8944
