lexicon,lev, length_count, neighbors
real,1,3,11138
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,1,8,2
real,2,3,147601
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,2,8,11
real,3,3,814971
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,3,8,29
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,3,10318
0,1,4,4493
0,1,5,983
0,1,6,153
0,1,7,13
0,1,8,2
0,2,3,141453
0,2,4,44854
0,2,5,7323
0,2,6,722
0,2,7,52
0,2,8,1
0,3,3,821939
0,3,4,310940
0,3,5,49409
0,3,6,4310
0,3,7,319
0,3,8,16
0,4,8,54
0,4,4,1324243
0,4,5,227211
0,4,6,23295
0,4,7,1684
0,5,8,399
0,5,5,593549
0,5,6,86252
0,5,7,8374
0,6,8,1805
0,6,6,189858
0,6,7,29871
0,7,8,5356
0,7,7,53648
0,8,8,8298
1,1,3,10275
1,1,4,4482
1,1,5,979
1,1,6,101
1,1,7,8
1,1,8,1
1,2,3,141668
1,2,4,45494
1,2,5,6831
1,2,6,566
1,2,7,63
1,2,8,1
1,3,3,821767
1,3,4,316087
1,3,5,46435
1,3,6,3791
1,3,7,302
1,3,8,14
1,4,8,99
1,4,4,1318467
1,4,5,219212
1,4,6,21693
1,4,7,1534
1,5,8,414
1,5,5,605018
1,5,6,89262
1,5,7,8129
1,6,8,1762
1,6,6,189177
1,6,7,28960
1,7,8,5378
1,7,7,54965
1,8,8,8262
2,1,3,10214
2,1,4,4610
2,1,5,902
2,1,6,99
2,1,7,5
2,2,3,142220
2,2,4,45567
2,2,5,6975
2,2,6,626
2,2,7,59
2,2,8,2
2,3,3,821276
2,3,4,319039
2,3,5,49412
2,3,6,3938
2,3,7,240
2,3,8,13
2,4,8,73
2,4,4,1315314
2,4,5,226838
2,4,6,21935
2,4,7,1394
2,5,8,342
2,5,5,594348
2,5,6,86268
2,5,7,7342
2,6,8,1689
2,6,6,191724
2,6,7,28308
2,7,8,5327
2,7,7,56613
2,8,8,8485
3,1,3,10409
3,1,4,4760
3,1,5,910
3,1,6,119
3,1,7,10
3,2,3,146012
3,2,4,46135
3,2,5,6663
3,2,6,642
3,2,7,47
3,2,8,5
3,3,3,817289
3,3,4,315621
3,3,5,48285
3,3,6,3594
3,3,7,238
3,3,8,7
3,4,8,78
3,4,4,1318014
3,4,5,225051
3,4,6,21430
3,4,7,1342
3,5,8,317
3,5,5,597566
3,5,6,85354
3,5,7,7579
3,6,8,1567
3,6,6,193451
3,6,7,28477
3,7,8,5319
3,7,7,56268
3,8,8,8638
4,1,3,10116
4,1,4,4832
4,1,5,966
4,1,6,104
4,1,7,15
4,1,8,3
4,2,3,141113
4,2,4,47291
4,2,5,7019
4,2,6,602
4,2,7,55
4,2,8,2
4,3,3,822481
4,3,4,318862
4,3,5,47042
4,3,6,3729
4,3,7,274
4,3,8,11
4,4,8,76
4,4,4,1313545
4,4,5,225378
4,4,6,21239
4,4,7,1583
4,5,8,353
4,5,5,598070
4,5,6,86731
4,5,7,8137
4,6,8,1863
4,6,6,192185
4,6,7,29124
4,7,8,5418
4,7,7,54773
4,8,8,8205
5,1,3,10171
5,1,4,4652
5,1,5,941
5,1,6,90
5,1,7,7
5,1,8,1
5,2,3,142287
5,2,4,45903
5,2,5,6715
5,2,6,540
5,2,7,59
5,2,8,1
5,3,3,821252
5,3,4,314352
5,3,5,46384
5,3,6,3664
5,3,7,273
5,3,8,13
5,4,8,65
5,4,4,1319623
5,4,5,223219
5,4,6,21432
5,4,7,1533
5,5,8,334
