lexicon,lev, length_count, neighbors
real,0,1,4
real,0,2,94
real,0,3,303
real,0,4,183
real,0,5,54
real,0,6,18
real,0,7,2
real,0,8,1
real,1,1,17
real,1,2,2599
real,1,3,17107
real,1,4,6953
real,1,5,1126
real,1,6,118
real,1,7,19
real,1,8,2
real,2,2,21617
real,2,3,215976
real,2,4,60291
real,2,5,8751
real,2,6,717
real,2,7,57
real,2,8,11
real,3,3,1160229
real,3,4,376449
real,3,5,54834
real,3,6,4738
real,3,7,428
real,3,8,29
real,3,9,2
real,4,4,1551127
real,4,5,245566
real,4,6,25807
real,4,7,2290
real,4,8,136
real,4,9,5
real,4,10,1
real,5,5,641179
real,5,6,95731
real,5,7,10529
real,5,8,594
real,5,9,14
real,5,10,1
real,6,8,2296
real,6,9,87
real,6,10,4
real,6,6,191672
real,6,7,32651
real,7,8,6047
real,7,9,244
real,7,10,12
real,7,11,1
real,7,7,48854
real,8,8,6994
real,8,9,573
real,8,10,61
real,8,11,1
real,9,9,560
real,9,10,106
real,9,11,5
real,10,10,91
real,10,11,8
real,11,11,13
real,11,12,1
0,0,1,6
0,0,2,144
0,0,3,1049
0,0,4,699
0,0,5,175
0,0,6,32
0,0,7,6
0,0,8,1
0,1,1,15
0,1,2,2390
0,1,3,17421
0,1,4,7220
0,1,5,1097
0,1,6,111
0,1,7,14
0,2,2,21776
0,2,3,218771
0,2,4,59888
0,2,5,7642
0,2,6,777
0,2,7,58
0,2,8,1
0,3,3,1156374
0,3,4,379945
0,3,5,52059
0,3,6,4869
0,3,7,317
0,3,8,12
0,4,4,1547251
0,4,5,238988
0,4,6,25854
0,4,7,1635
0,4,8,69
0,4,9,3
0,5,5,651549
0,5,6,92297
0,5,7,7938
0,5,8,408
0,5,9,10
0,5,10,3
0,6,6,194861
0,6,7,29478
0,6,8,1778
0,6,9,45
0,6,10,5
0,6,11,1
0,7,8,5732
0,7,9,220
0,7,10,6
0,7,7,55384
0,8,8,8109
0,8,9,555
0,8,10,46
0,8,11,1
0,9,9,652
0,9,10,103
0,9,11,5
0,10,10,113
0,10,11,6
0,10,12,1
0,11,11,15
1,0,1,1
1,0,2,183
1,0,3,963
1,0,4,726
1,0,5,169
1,0,6,31
1,0,7,8
1,1,1,20
1,1,2,2255
1,1,3,16907
1,1,4,7242
1,1,5,1235
1,1,6,114
1,1,7,13
1,1,8,1
1,2,2,21872
1,2,3,212090
1,2,4,59443
1,2,5,7866
1,2,6,526
1,2,7,58
1,2,8,7
1,3,3,1163655
1,3,4,380172
1,3,5,52087
1,3,6,3612
1,3,7,306
1,3,8,14
1,4,4,1547420
1,4,5,239443
1,4,6,21608
1,4,7,1672
1,4,8,51
1,4,9,2
1,5,8,371
1,5,9,8
1,5,5,650710
1,5,6,90906
1,5,7,8314
1,6,8,1709
1,6,9,55
1,6,6,202004
1,6,7,29801
1,7,8,5384
1,7,9,215
1,7,10,7
1,7,11,1
1,7,7,54658
1,8,8,8573
1,8,9,476
1,8,10,40
1,8,11,2
1,9,9,729
1,9,10,94
1,9,11,4
1,10,10,135
1,10,11,9
1,10,12,1
1,11,11,12
2,0,1,4
2,0,2,147
2,0,3,973
2,0,4,830
2,0,5,227
2,0,6,28
2,0,7,3
2,1,1,17
2,1,2,2250
2,1,3,16928
2,1,4,7385
2,1,5,1224
2,1,6,148
2,1,7,14
2,2,2,21913
2,2,3,215250
2,2,4,62394
2,2,5,7746
2,2,6,734
2,2,7,51
2,2,8,1
2,3,3,1160464
2,3,4,391020
2,3,5,52790
2,3,6,4160
2,3,7,286
2,3,8,14
2,4,4,1533374
2,4,5,243944
2,4,6,22259
2,4,7,1675
2,4,8,70
2,4,9,3
2,5,8,432
2,5,9,8
2,5,5,645579
2,5,6,91625
2,5,7,8143
2,6,6,199847
2,6,7,28908
2,6,8,1806
2,6,9,43
2,6,10,2
2,6,11,1
2,7,8,5384
2,7,9,174
2,7,10,14
2,7,7,55750
2,8,8,8403
2,8,9,486
2,8,10,45
2,8,11,2
2,9,9,771
2,9,10,86
2,9,11,1
2,9,12,1
2,10,10,129
2,10,11,15
2,11,11,9
3,0,1,10
3,0,2,166
3,0,3,976
3,0,4,682
3,0,5,180
3,0,6,29
3,0,7,5
3,1,1,11
3,1,2,2379
3,1,3,16977
3,1,4,6774
3,1,5,1145
3,1,6,114
3,1,7,14
3,2,2,21765
3,2,3,219043
3,2,4,62484
3,2,5,7493
3,2,6,658
3,2,7,56
3,2,8,6
3,3,3,1156619
3,3,4,391897
3,3,5,50505
3,3,6,4098
3,3,7,306
3,3,8,10
3,4,4,1533166
3,4,5,236782
3,4,6,22768
3,4,7,1680
3,4,8,83
3,4,9,2
3,5,8,425
3,5,9,10
3,5,5,655405
3,5,6,90458
3,5,7,8735
3,6,8,1787
3,6,9,47
3,6,10,5
3,6,6,200676
3,6,7,29967
