lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,513,1096,27941,34269,4.87179860066,6780
0,748,1867,30957,40023,4.84690056617,6780
1,735,1853,30657,39078,4.85156241229,6780
2,767,1912,30470,38842,4.85083315166,6780
3,739,1879,31744,41218,4.84785305653,6780
4,722,1830,29995,38622,4.85313198273,6780
5,752,1892,31026,39819,4.8508046061,6780
6,719,1856,31493,40165,4.85124223211,6780
7,754,1913,31342,40090,4.84699481872,6780
8,756,1923,31411,40220,4.85204446667,6780
9,722,1806,31398,39268,4.85221090989,6780
10,750,1918,32019,40295,4.85316888308,6780
11,747,1898,31269,39897,4.84752008306,6780
12,740,1873,31100,39647,4.85150875883,6780
13,754,1909,30360,38770,4.85018030261,6780
14,751,1875,30002,38105,4.85195447854,6780
15,728,1843,29878,38025,4.85331731127,6780
16,728,1869,31379,40222,4.85107365667,6780
17,760,1933,30940,39738,4.85484219225,6780
18,754,1904,31280,40064,4.84962453456,6780
19,770,1919,32177,40616,4.84925270258,6780
20,744,1874,30723,39256,4.85169500118,6780
21,742,1862,30676,39160,4.85117308746,6780
22,741,1874,30455,39368,4.85231173314,6780
23,750,1856,32358,40748,4.84560887976,6780
24,762,1905,30680,39559,4.84764396903,6780
25,729,1866,31638,40533,4.85139522932,6780
26,763,1937,31652,40838,4.84665879923,6780
27,760,1877,30859,39581,4.85035923451,6780
28,753,1901,31346,39711,4.85287102587,6780
29,756,1899,31286,39767,4.85243727266,6780
