lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,15650,17587,4.87691279861,5952
1,0,0,15352,17302,4.87916432903,5952
2,0,0,15727,17563,4.88051106889,5952
3,0,0,15209,17150,4.88124607006,5952
4,0,0,15607,17481,4.8828439085,5952
5,0,0,15074,16906,4.88606759187,5952
6,0,0,15607,17526,4.88213747848,5952
7,0,0,15608,17494,4.87932248669,5952
8,0,0,15577,17511,4.87951457964,5952
9,0,0,15036,16883,4.87970881825,5952
10,0,0,15262,17108,4.88053540518,5952
11,0,0,15504,17400,4.8829304689,5952
12,0,0,15034,16914,4.88670705475,5952
13,0,0,15446,17349,4.88233595194,5952
14,0,0,15408,17264,4.88218440065,5952
15,0,0,15278,17078,4.88306660532,5952
16,0,0,15311,17143,4.88252736732,5952
17,0,0,15033,16909,4.884016003,5952
18,0,0,15316,17155,4.88454479504,5952
19,0,0,15496,17374,4.87951503136,5952
20,0,0,15670,17591,4.88298100482,5952
21,0,0,15301,17148,4.8785745551,5952
22,0,0,15377,17253,4.87896286293,5952
23,0,0,15635,17557,4.8804028825,5952
24,0,0,15462,17420,4.88120931153,5952
25,0,0,15483,17388,4.87975692619,5952
26,0,0,14813,16687,4.88520204429,5952
27,0,0,15117,16982,4.87952886521,5952
28,0,0,15358,17276,4.87759726386,5952
29,0,0,15630,17495,4.88430606223,5952
