lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,16690,19585,4.87937612816,5952
1,0,0,16912,19851,4.87651873138,5952
2,0,0,16838,19756,4.87686390017,5952
3,0,0,16684,19587,4.87789709148,5952
4,0,0,16764,19665,4.87915009992,5952
5,0,0,16656,19539,4.87770449034,5952
6,0,0,16694,19582,4.88086764355,5952
7,0,0,16727,19591,4.87923598275,5952
8,0,0,16718,19661,4.87701053903,5952
9,0,0,16561,19448,4.88003151409,5952
10,0,0,16596,19519,4.87822949924,5952
11,0,0,16650,19532,4.87762250358,5952
12,0,0,16859,19769,4.8777482505,5952
13,0,0,16784,19738,4.87845857658,5952
14,0,0,16892,19805,4.87650506692,5952
15,0,0,16705,19638,4.87863339133,5952
16,0,0,16663,19530,4.87967550407,5952
17,0,0,16810,19729,4.87891701359,5952
18,0,0,16723,19573,4.87945071805,5952
19,0,0,16795,19700,4.87993439478,5952
20,0,0,16689,19608,4.87622697821,5952
21,0,0,16658,19609,4.88117803008,5952
22,0,0,16715,19611,4.87950181862,5952
23,0,0,16746,19635,4.87770849934,5952
24,0,0,16856,19760,4.8769227364,5952
25,0,0,16839,19741,4.87800776232,5952
26,0,0,16777,19689,4.87923033628,5952
27,0,0,16778,19720,4.87632624317,5952
28,0,0,16799,19709,4.87894581059,5952
29,0,0,16654,19550,4.87945314603,5952
