lexicon,lev, length_count, neighbors
real,1,3,11138
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,1,8,2
real,2,3,147601
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,2,8,11
real,3,3,814971
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,3,8,29
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,3,9605
0,1,4,3495
0,1,5,215
0,1,6,9
0,1,7,1
0,2,3,134990
0,2,4,38302
0,2,5,2582
0,2,6,150
0,2,7,6
0,3,3,829115
0,3,4,295535
0,3,5,26051
0,3,6,1601
0,3,7,92
0,3,8,2
0,4,8,26
0,4,4,1347198
0,4,5,185970
0,4,6,13617
0,4,7,750
0,5,8,191
0,5,5,663657
0,5,6,73704
0,5,7,5333
0,6,8,1139
0,6,6,215509
0,6,7,25570
0,7,8,4753
0,7,7,62209
0,8,8,9820
1,1,3,9939
1,1,4,3314
1,1,5,196
1,1,6,6
1,2,3,136562
1,2,4,39376
1,2,5,2493
1,2,6,156
1,2,7,2
1,3,3,827209
1,3,4,301612
1,3,5,25992
1,3,6,1583
1,3,7,78
1,3,8,2
1,4,8,16
1,4,4,1340228
1,4,5,183417
1,4,6,13353
1,4,7,754
1,5,8,159
1,5,5,666377
1,5,6,74605
1,5,7,5247
1,6,8,1007
1,6,6,214887
1,6,7,25382
1,7,8,4586
1,7,7,62498
1,8,8,10161
2,1,3,9762
2,1,4,3358
2,1,5,221
2,1,6,5
2,2,3,134211
2,2,4,38556
2,2,5,2608
2,2,6,109
2,2,7,3
2,3,3,829737
2,3,4,297537
2,3,5,26143
2,3,6,1382
2,3,7,72
2,3,8,4
2,4,8,26
2,4,4,1345079
2,4,5,185717
2,4,6,11970
2,4,7,681
2,5,8,160
2,5,5,663786
2,5,6,72692
2,5,7,5079
2,6,8,1099
2,6,6,218432
2,6,7,25324
2,7,8,4539
2,7,7,62802
2,8,8,10103
3,1,3,9618
3,1,4,3454
3,1,5,229
3,1,6,10
3,2,3,135128
3,2,4,39793
3,2,5,2605
3,2,6,125
3,2,7,7
3,3,3,828964
3,3,4,300393
3,3,5,25031
3,3,6,1479
3,3,7,90
3,4,8,19
3,4,4,1340890
3,4,5,182606
3,4,6,12664
3,4,7,800
3,5,8,150
3,5,5,668004
3,5,6,73492
3,5,7,5652
3,6,8,961
3,6,6,216820
3,6,7,25503
3,7,8,4485
3,7,7,61909
3,8,8,10316
4,1,3,9906
4,1,4,3396
4,1,5,250
4,1,6,14
4,1,7,1
4,2,3,136729
4,2,4,37974
4,2,5,2887
4,2,6,142
4,2,7,6
4,3,3,827075
4,3,4,297855
4,3,5,27447
4,3,6,1454
4,3,7,83
4,3,8,2
4,4,8,26
4,4,4,1345305
4,4,5,185732
4,4,6,12955
4,4,7,657
4,5,8,188
4,5,5,662159
4,5,6,75061
4,5,7,5216
4,6,8,1132
4,6,6,214964
4,6,7,25280
4,7,8,4882
4,7,7,62718
4,8,8,9701
5,1,3,10075
5,1,4,3323
5,1,5,237
5,1,6,12
5,2,3,137390
5,2,4,37883
5,2,5,2757
5,2,6,129
5,2,7,6
5,3,3,826245
5,3,4,296458
5,3,5,26477
5,3,6,1392
5,3,7,74
5,3,8,2
5,4,8,25
5,4,4,1346866
5,4,5,184406
5,4,6,12682
5,4,7,731
5,5,8,199
5,5,5,664598
5,5,6,72681
5,5,7,5308
5,6,8,1062
5,6,6,217694
5,6,7,25942
5,7,8,4623
5,7,7,61900
5,8,8,10020
6,1,3,9913
6,1,4,3263
6,1,5,210
6,1,6,4
6,2,3,137798
