lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,17595,20767,4.87322949247,5952
1,0,0,17626,20817,4.87569457243,5952
2,0,0,17616,20772,4.87703148743,5952
3,0,0,17613,20818,4.87444901733,5952
4,0,0,17631,20821,4.87493015315,5952
5,0,0,17605,20754,4.87582449774,5952
6,0,0,17633,20868,4.87402976684,5952
7,0,0,17566,20709,4.873988717,5952
8,0,0,17585,20786,4.87303660901,5952
9,0,0,17617,20793,4.87644487553,5952
10,0,0,17552,20722,4.87753509621,5952
11,0,0,17538,20764,4.87574296269,5952
12,0,0,17555,20699,4.8759611988,5952
13,0,0,17558,20722,4.87482541111,5952
14,0,0,17653,20844,4.87433083669,5952
15,0,0,17549,20725,4.87579468437,5952
16,0,0,17611,20777,4.87492891093,5952
17,0,0,17567,20766,4.87559050797,5952
18,0,0,17508,20697,4.87374930661,5952
19,0,0,17606,20797,4.87601173472,5952
20,0,0,17551,20733,4.87678106643,5952
21,0,0,17619,20798,4.87478108631,5952
22,0,0,17590,20771,4.87520423287,5952
23,0,0,17504,20697,4.87617689401,5952
24,0,0,17481,20658,4.87411361694,5952
25,0,0,17640,20821,4.87446414988,5952
26,0,0,17601,20825,4.87623143892,5952
27,0,0,17573,20737,4.87771555743,5952
28,0,0,17581,20795,4.87512394004,5952
29,0,0,17578,20745,4.87585786838,5952
