lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,20660,23750,4.75708293356,5952
1,0,0,20518,23606,4.75643646907,5952
2,0,0,20783,23857,4.75690529558,5952
3,0,0,20441,23557,4.75914903387,5952
4,0,0,20793,23958,4.75455613767,5952
5,0,0,20372,23607,4.75490768697,5952
6,0,0,20544,23628,4.75815632775,5952
7,0,0,21118,24224,4.75638999861,5952
8,0,0,20554,23636,4.75844220859,5952
9,0,0,20539,23619,4.7574451547,5952
10,0,0,20677,23794,4.76037539096,5952
11,0,0,20451,23564,4.75683409357,5952
12,0,0,20674,23765,4.75744831672,5952
13,0,0,20642,23676,4.75505178492,5952
14,0,0,20468,23626,4.75463637403,5952
15,0,0,20517,23588,4.76290845444,5952
16,0,0,20683,23837,4.75457527921,5952
17,0,0,20450,23581,4.75797919795,5952
18,0,0,20574,23665,4.75703132482,5952
19,0,0,20649,23753,4.75628627293,5952
20,0,0,20473,23644,4.75936478553,5952
21,0,0,20358,23528,4.76125081987,5952
22,0,0,20569,23640,4.75592388241,5952
23,0,0,20666,23779,4.76123320288,5952
24,0,0,20541,23688,4.75190613577,5952
25,0,0,20705,23791,4.75597752388,5952
26,0,0,20332,23438,4.75181438061,5952
27,0,0,20497,23534,4.75842498686,5952
28,0,0,20450,23550,4.76175171833,5952
29,0,0,20461,23686,4.75313734883,5952
