lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,13651,15301,4.92054319505,5952
1,0,0,13895,15561,4.92290325065,5952
2,0,0,14026,15732,4.91861780481,5952
3,0,0,13851,15616,4.9169239199,5952
4,0,0,13445,15121,4.9203597412,5952
5,0,0,14145,15824,4.92168349993,5952
6,0,0,14186,15895,4.91784570633,5952
7,0,0,13721,15377,4.9207548248,5952
8,0,0,14139,15849,4.91631528676,5952
9,0,0,14060,15751,4.92124505143,5952
10,0,0,13904,15552,4.91889899908,5952
11,0,0,13721,15369,4.91950469606,5952
12,0,0,14145,15903,4.91951017313,5952
13,0,0,14090,15765,4.92106295273,5952
14,0,0,13976,15643,4.92173392292,5952
15,0,0,13982,15726,4.91643465316,5952
16,0,0,13387,14991,4.92646995716,5952
17,0,0,14138,15850,4.92030011447,5952
18,0,0,13631,15373,4.92028012596,5952
19,0,0,13543,15214,4.92003224587,5952
20,0,0,13882,15542,4.92407963648,5952
21,0,0,13635,15343,4.92473745038,5952
22,0,0,14021,15678,4.92217784849,5952
23,0,0,13400,14999,4.92266485663,5952
24,0,0,13607,15251,4.92359917824,5952
25,0,0,14033,15763,4.91895275349,5952
26,0,0,14261,16052,4.91932299261,5952
27,0,0,13518,15238,4.92126588691,5952
28,0,0,13875,15639,4.91622121655,5952
29,0,0,13847,15534,4.92002665586,5952
