lexicon,lev, length_count, neighbors
real,1,2,1067
real,1,3,11138
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,1,8,2
real,2,2,10409
real,2,3,147601
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,2,8,11
real,3,3,814971
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,3,8,29
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,2,986
0,1,3,11957
0,1,4,2418
0,1,5,152
0,1,6,2
0,2,2,10490
0,2,3,159477
0,2,4,39895
0,2,5,3189
0,2,6,137
0,2,7,5
0,3,3,802276
0,3,4,328706
0,3,5,35793
0,3,6,1865
0,3,7,69
0,3,8,2
0,4,8,13
0,4,4,1313511
0,4,5,222099
0,4,6,16595
0,4,7,843
0,5,8,202
0,5,5,617242
0,5,6,85863
0,5,7,6284
0,6,8,1367
0,6,6,200128
0,6,7,28441
0,7,8,5364
0,7,7,58319
0,8,8,8983
1,1,2,905
1,1,3,12597
1,1,4,2451
1,1,5,132
1,1,6,7
1,2,2,10571
1,2,3,165796
1,2,4,38521
1,2,5,3181
1,2,6,125
1,2,7,7
1,3,3,795317
1,3,4,323440
1,3,5,36177
1,3,6,1827
1,3,7,52
1,3,8,1
1,4,8,24
1,4,4,1320118
1,4,5,226089
1,4,6,16083
1,4,7,835
1,5,8,208
1,5,5,612896
1,5,6,84995
1,5,7,6448
1,6,8,1262
1,6,6,201553
1,6,7,29173
1,7,8,5127
1,7,7,57446
1,8,8,9309
2,1,2,956
2,1,3,12199
2,1,4,2556
2,1,5,134
2,1,6,4
2,2,2,10520
2,2,3,162266
2,2,4,40224
2,2,5,3267
2,2,6,107
2,2,7,5
2,3,3,799245
2,3,4,331123
2,3,5,36786
2,3,6,1666
2,3,7,72
2,3,8,2
2,4,8,22
2,4,4,1310627
2,4,5,226114
2,4,6,15886
2,4,7,814
2,5,8,212
2,5,5,612174
2,5,6,84799
2,5,7,6595
2,6,8,1404
2,6,6,202128
2,6,7,28922
2,7,8,5330
2,7,7,57553
2,8,8,8961
3,1,2,988
3,1,3,12322
3,1,4,2549
3,1,5,163
3,1,6,5
3,2,2,10488
3,2,3,161919
3,2,4,38882
3,2,5,3265
3,2,6,96
3,2,7,7
3,3,3,799469
3,3,4,329811
3,3,5,36813
3,3,6,1760
3,3,7,72
3,3,8,1
3,4,8,23
3,4,4,1313288
3,4,5,226398
3,4,6,16184
3,4,7,891
3,5,8,218
3,5,5,611836
3,5,6,86416
3,5,7,6543
