lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,14211,16804,4.89411085024,6104
1,0,0,14582,17385,4.89045645858,6104
2,0,0,14337,17016,4.89300054181,6104
3,0,0,14612,17262,4.89816435378,6104
4,0,0,14656,17441,4.89313894784,6104
5,0,0,14463,17078,4.8947424821,6104
6,0,0,14795,17507,4.89194381338,6104
7,0,0,14690,17476,4.89274885544,6104
8,0,0,14516,17251,4.89363007987,6104
9,0,0,14741,17492,4.89214535575,6104
10,0,0,14067,16742,4.8943791797,6104
11,0,0,14018,16675,4.89413350631,6104
12,0,0,14484,17194,4.89218921833,6104
13,0,0,14448,17158,4.89401222655,6104
14,0,0,14368,17179,4.88949969602,6104
15,0,0,14783,17449,4.89592655697,6104
16,0,0,14358,17026,4.89201049309,6104
17,0,0,14328,16975,4.89167816829,6104
18,0,0,14152,16901,4.89326044235,6104
19,0,0,14225,16925,4.89419492465,6104
20,0,0,14439,17169,4.89327955506,6104
21,0,0,14917,17747,4.88898032444,6104
22,0,0,14487,17134,4.89098350746,6104
23,0,0,14637,17271,4.89485109165,6104
24,0,0,14535,17256,4.89118037903,6104
25,0,0,14368,17100,4.89418826742,6104
26,0,0,14312,17107,4.89262038157,6104
27,0,0,13997,16693,4.89373165637,6104
28,0,0,14962,17663,4.89273087017,6104
29,0,0,14189,16835,4.89198375678,6104
