lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,17838,21758,4.8516330301,6104
1,0,0,17857,21847,4.85084640281,6104
2,0,0,17694,21642,4.8516470425,6104
3,0,0,17777,21777,4.84955409421,6104
4,0,0,17720,21683,4.8510504148,6104
5,0,0,17546,21501,4.85262071658,6104
6,0,0,17845,21818,4.84930283733,6104
7,0,0,17596,21614,4.85220721648,6104
8,0,0,17686,21628,4.85235533993,6104
9,0,0,17765,21743,4.852425563,6104
10,0,0,17792,21681,4.85034136575,6104
11,0,0,17553,21549,4.85097063537,6104
12,0,0,17739,21671,4.85168081186,6104
13,0,0,17548,21481,4.85374981558,6104
14,0,0,17688,21638,4.84977823896,6104
15,0,0,17703,21664,4.85407956339,6104
16,0,0,17616,21577,4.8496922318,6104
17,0,0,17726,21734,4.85243313292,6104
18,0,0,17665,21639,4.850418944,6104
19,0,0,17734,21704,4.85126656014,6104
20,0,0,17733,21693,4.85257921625,6104
21,0,0,17723,21748,4.85018513551,6104
22,0,0,17694,21637,4.85080334554,6104
23,0,0,17714,21618,4.85259972482,6104
24,0,0,17556,21574,4.85215642824,6104
25,0,0,17700,21616,4.85166722895,6104
26,0,0,17674,21659,4.85257851831,6104
27,0,0,17653,21604,4.84990461902,6104
28,0,0,17686,21669,4.85132754898,6104
29,0,0,17748,21717,4.84987042017,6104
