lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,18661,22917,4.84960735208,6104
1,0,0,18578,22816,4.84973893981,6104
2,0,0,18661,22914,4.84991439013,6104
3,0,0,18677,22920,4.85050323316,6104
4,0,0,18623,22878,4.85273147362,6104
5,0,0,18681,22903,4.84960488246,6104
6,0,0,18591,22885,4.84702418444,6104
7,0,0,18692,23003,4.84973893981,6104
8,0,0,18594,22850,4.84917264547,6104
9,0,0,18692,22981,4.8511048001,6104
10,0,0,18599,22823,4.84909130911,6104
11,0,0,18620,22888,4.84948247526,6104
12,0,0,18648,22939,4.85068206578,6104
13,0,0,18654,22942,4.85070305754,6104
14,0,0,18605,22819,4.84949036731,6104
15,0,0,18663,22931,4.84955387946,6104
16,0,0,18657,22932,4.85014218562,6104
17,0,0,18703,22973,4.84951527824,6104
18,0,0,18627,22875,4.84854251685,6104
19,0,0,18691,22932,4.84972551797,6104
20,0,0,18608,22875,4.85184230345,6104
21,0,0,18707,22969,4.84961513674,6104
22,0,0,18618,22850,4.85159931443,6104
23,0,0,18655,22929,4.84880762507,6104
24,0,0,18579,22834,4.85017294848,6104
25,0,0,18644,22870,4.84988185558,6104
26,0,0,18704,22959,4.85059407218,6104
27,0,0,18571,22805,4.85119086095,6104
28,0,0,18685,23013,4.84919664372,6104
29,0,0,18636,22873,4.85056148395,6104
