lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,14363,17759,4.90337825606,6104
1,0,0,14591,18062,4.90207859229,6104
2,0,0,14123,17533,4.90481680904,6104
3,0,0,14502,17896,4.90298011055,6104
4,0,0,14330,17798,4.90532581896,6104
5,0,0,14390,17767,4.90719483725,6104
6,0,0,14064,17531,4.90095566734,6104
7,0,0,14560,17904,4.90610262147,6104
8,0,0,14485,17940,4.9030466292,6104
9,0,0,14691,18013,4.90689139626,6104
10,0,0,14290,17689,4.90593071452,6104
11,0,0,14115,17450,4.90445635206,6104
12,0,0,14353,17755,4.90962655283,6104
13,0,0,14486,17879,4.90124348531,6104
14,0,0,14793,18221,4.90430361151,6104
15,0,0,14327,17641,4.90875461631,6104
16,0,0,14131,17602,4.90469424078,6104
17,0,0,14673,18044,4.90556102332,6104
18,0,0,14728,18243,4.90285732754,6104
19,0,0,14529,17950,4.90433480387,6104
20,0,0,14316,17735,4.90470240126,6104
21,0,0,14108,17450,4.90532968445,6104
22,0,0,14569,18054,4.90638754032,6104
23,0,0,14402,17762,4.90767142,6104
24,0,0,14447,17782,4.90553283745,6104
25,0,0,14470,17877,4.9041591388,6104
26,0,0,14615,18113,4.90361684271,6104
27,0,0,14786,18230,4.90310171243,6104
28,0,0,14227,17559,4.9080577006,6104
29,0,0,14287,17774,4.9045229244,6104
