lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,18502,22427,4.85564857667,6104
0,0,0,17881,22382,4.84021533788,6104
1,0,0,17785,22272,4.84216746421,6104
2,0,0,17832,22350,4.83903443057,6104
3,0,0,17840,22362,4.84364864496,6104
4,0,0,17903,22524,4.84119856831,6104
5,0,0,17822,22357,4.8409368424,6104
6,0,0,17990,22531,4.84079247707,6104
7,0,0,17896,22517,4.84352897582,6104
8,0,0,17637,22207,4.84348296575,6104
9,0,0,17918,22419,4.83969247662,6104
10,0,0,17915,22496,4.84440225453,6104
11,0,0,18165,22748,4.84017807885,6104
12,0,0,17987,22579,4.83719112853,6104
13,0,0,17693,22249,4.84268484936,6104
14,0,0,17918,22454,4.83899255442,6104
15,0,0,17921,22435,4.8445111325,6104
16,0,0,17711,22236,4.84157362825,6104
17,0,0,18072,22580,4.8368049553,6104
18,0,0,17838,22430,4.83912639703,6104
19,0,0,17835,22368,4.84122138544,6104
20,0,0,17794,22313,4.84378688993,6104
21,0,0,17911,22478,4.84020766059,6104
22,0,0,17730,22201,4.84101313214,6104
23,0,0,17955,22519,4.83816383623,6104
24,0,0,17905,22490,4.84317243802,6104
25,0,0,18116,22636,4.84212617863,6104
26,0,0,17970,22536,4.8402466913,6104
27,0,0,18074,22634,4.84071828113,6104
28,0,0,18083,22674,4.84270777387,6104
29,0,0,17917,22516,4.83840457038,6104
