lexicon,lev, length_count, neighbors
real,0,3,303
real,0,4,183
real,0,5,54
real,0,6,18
real,0,7,2
real,0,8,1
real,1,3,17107
real,1,4,6953
real,1,5,1126
real,1,6,118
real,1,7,19
real,1,8,2
real,2,3,215976
real,2,4,60291
real,2,5,8751
real,2,6,717
real,2,7,57
real,2,8,11
real,3,3,1160229
real,3,4,376449
real,3,5,54834
real,3,6,4738
real,3,7,428
real,3,8,29
real,4,8,136
real,4,4,1551127
real,4,5,245566
real,4,6,25807
real,4,7,2290
real,5,8,594
real,5,5,641179
real,5,6,95731
real,5,7,10529
real,6,8,2296
real,6,6,191672
real,6,7,32651
real,7,8,6047
real,7,7,48854
real,8,8,6994
0,0,3,1497
0,0,4,847
0,0,5,100
0,0,6,6
0,1,3,24014
0,1,4,6853
0,1,5,321
0,1,6,13
0,1,7,1
0,2,3,226902
0,2,4,60163
0,2,5,3383
0,2,6,172
0,2,7,7
0,2,8,1
0,3,3,1141202
0,3,4,380430
0,3,5,29876
0,3,6,1713
0,3,7,65
0,3,8,3
0,4,8,23
0,4,4,1546710
0,4,5,201128
0,4,6,14203
0,4,7,683
0,5,8,207
0,5,5,716702
0,5,6,79491
0,5,7,4938
0,6,8,1081
0,6,6,223203
0,6,7,25302
0,7,8,4422
0,7,7,63834
0,8,8,10373
1,0,3,1382
1,0,4,755
1,0,5,79
1,0,6,2
1,1,3,21309
1,1,4,6439
1,1,5,368
1,1,6,7
1,2,3,216848
1,2,4,57253
1,2,5,3190
1,2,6,138
1,2,7,3
1,3,3,1154076
1,3,4,381594
1,3,5,28610
1,3,6,1628
1,3,7,75
1,3,8,5
1,4,8,32
1,4,4,1548962
1,4,5,197029
1,4,6,13774
1,4,7,680
1,5,8,194
1,5,5,722234
1,5,6,77136
1,5,7,5042
1,6,8,1120
1,6,6,226116
1,6,7,25163
1,7,8,4906
1,7,7,63867
1,8,8,9853
2,0,3,1513
2,0,4,763
2,0,5,127
2,0,6,2
2,1,3,24066
2,1,4,6235
2,1,5,383
2,1,6,6
2,1,7,1
2,2,3,225671
2,2,4,57438
2,2,5,3235
2,2,6,140
2,2,7,8
2,3,3,1142365
2,3,4,379617
2,3,5,28035
2,3,6,1690
2,3,7,90
2,3,8,2
2,4,8,23
2,4,4,1550950
2,4,5,191475
2,4,6,14472
2,4,7,844
2,5,8,167
2,5,5,728255
2,5,6,79959
2,5,7,5794
2,6,8,1106
2,6,6,222532
2,6,7,26398
2,7,8,4601
2,7,7,61695
2,8,8,10211
3,0,3,1647
3,0,4,777
3,0,5,85
3,0,6,1
3,1,3,24756
3,1,4,6127
3,1,5,345
3,1,6,14
3,1,7,2
3,2,3,222190
3,2,4,58444
3,2,5,3433
3,2,6,193
3,2,7,8
3,3,3,1145022
3,3,4,376142
3,3,5,30143
3,3,6,1930
3,3,7,58
3,3,8,5
3,4,8,27
3,4,4,1553513
3,4,5,196579
3,4,6,14772
3,4,7,618
3,5,8,183
3,5,5,720925
3,5,6,79947
3,5,7,4894
3,6,8,1128
3,6,6,221944
3,6,7,25123
3,7,8,4924
3,7,7,64127
3,8,8,9843
4,0,3,1461
4,0,4,776
4,0,5,111
4,0,6,3
4,1,3,22837
4,1,4,5888
4,1,5,382
4,1,6,8
4,2,3,223418
4,2,4,57592
4,2,5,3509
4,2,6,132
4,2,7,14
4,3,3,1145899
4,3,4,371692
4,3,5,29853
4,3,6,1556
4,3,7,84
4,3,8,5
4,4,8,15
4,4,4,1559055
4,4,5,196606
4,4,6,13663
4,4,7,776
4,5,8,178
4,5,5,721049
4,5,6,77543
4,5,7,5482
4,6,8,1168
4,6,6,225896
4,6,7,25815
4,7,8,4980
4,7,7,62659
4,8,8,9764
5,0,3,1598
5,0,4,798
5,0,5,88
5,0,6,4
5,1,3,23053
5,1,4,6461
5,1,5,320
5,1,6,7
5,2,3,217142
5,2,4,57822
5,2,5,3049
5,2,6,136
5,2,7,11
5,2,8,1
5,3,3,1151822
5,3,4,375495
5,3,5,29342
5,3,6,1522
5,3,7,76
5,3,8,2
5,4,8,19
5,4,4,1554427
5,4,5,199836
5,4,6,13692
5,4,7,780
5,5,8,172
5,5,5,718875
5,5,6,78463
5,5,7,5386
5,6,8,1147
5,6,6,224977
5,6,7,25863
5,7,8,4837
5,7,7,62714
5,8,8,9932
6,0,3,1462
6,0,4,749
6,0,5,112
6,0,6,5
6,0,7,1
6,1,3,21961
6,1,4,5846
6,1,5,386
6,1,6,6
6,2,3,221012
6,2,4,56277
6,2,5,3515
6,2,6,138
6,2,7,8
6,3,3,1149180
6,3,4,372763
6,3,5,30218
6,3,6,1664
6,3,7,86
6,3,8,1
6,4,8,25
6,4,4,1559368
6,4,5,200932
6,4,6,13849
6,4,7,755
6,5,8,205
6,5,5,716347
6,5,6,78235
6,5,7,5325
6,6,8,1181
6,6,6,224904
6,6,7,25602
6,7,8,4687
6,7,7,63053
6,8,8,10011
7,0,3,1584
7,0,4,755
7,0,5,106
7,0,6,5
7,1,3,23124
7,1,4,6556
7,1,5,381
7,1,6,13
7,2,3,215499
7,2,4,59693
7,2,5,3441
7,2,6,140
7,2,7,4
7,3,3,1153408
7,3,4,383819
7,3,5,29538
7,3,6,1610
7,3,7,85
7,3,8,2
7,4,8,23
7,4,4,1544180
7,4,5,199374
7,4,6,13777
7,4,7,806
7,5,8,180
7,5,5,718670
7,5,6,78005
7,5,7,5404
7,6,8,1037
7,6,6,225251
7,6,7,25576
7,7,8,4700
7,7,7,62955
7,8,8,10168
8,0,3,1747
8,0,4,766
8,0,5,86
8,0,6,10
8,1,3,23730
8,1,4,6248
8,1,5,351
8,1,6,11
8,2,3,226292
8,2,4,56296
8,2,5,3347
8,2,6,157
8,2,7,11
8,3,3,1141846
8,3,4,370551
8,3,5,29577
8,3,6,1487
8,3,7,90
8,3,8,3
8,4,8,17
8,4,4,1561142
8,4,5,198791
8,4,6,12989
8,4,7,794
8,5,8,152
8,5,5,719358
8,5,6,77907
8,5,7,5374
8,6,8,1068
8,6,6,226240
8,6,7,25579
8,7,8,4498
8,7,7,62982
8,8,8,10372
9,0,3,1664
9,0,4,704
9,0,5,112
9,0,6,4
9,1,3,24752
9,1,4,6273
