lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,767,2076,31202,36507,4.83328412817,6463
1,756,1994,28123,33208,4.83864167303,6463
2,777,2076,30691,35838,4.83437463919,6463
3,755,2031,31244,36642,4.83731071514,6463
4,757,2003,29115,34376,4.8358858963,6463
5,742,2035,29841,35190,4.83558649902,6463
6,769,2047,28199,33425,4.83896171014,6463
7,793,2109,30074,35886,4.83554933775,6463
8,769,2053,30340,35474,4.83837426509,6463
9,741,1984,31375,36572,4.83437880547,6463
10,756,2029,30266,35546,4.83709062079,6463
11,762,2042,29602,34685,4.83466637436,6463
12,769,2044,30752,36013,4.83497094357,6463
13,770,2082,30764,36462,4.8356643653,6463
14,775,2084,30927,36101,4.83750040047,6463
15,766,2084,30565,35892,4.83819760537,6463
16,725,2019,31243,36977,4.83021966384,6463
17,751,2020,29612,34263,4.83784514791,6463
18,750,1988,29079,34138,4.84091210243,6463
19,742,1996,30342,35645,4.84037345549,6463
20,768,2069,29790,35165,4.83515670206,6463
21,751,2042,30483,35523,4.83862644457,6463
22,778,2099,30819,36236,4.83459224336,6463
23,745,2080,32745,38013,4.83224457023,6463
24,736,2012,29460,34875,4.83781368534,6463
25,766,2052,30378,35915,4.83446433387,6463
26,770,2053,31311,36825,4.83902070846,6463
27,736,2013,29781,34790,4.84068405862,6463
28,758,2000,30637,35767,4.83282780112,6463
29,766,2077,30872,36113,4.83572786511,6463
