lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,96,198,7239,8191,4.90000465953,6463
1,96,204,7409,8349,4.89734006201,6463
2,90,189,7293,8159,4.9018801546,6463
3,89,184,7037,7915,4.90286152833,6463
4,101,212,7591,8493,4.89932052811,6463
5,85,176,7012,7921,4.90256519589,6463
6,81,170,7138,8075,4.90331689761,6463
7,94,194,6893,7728,4.90055867859,6463
8,94,193,7102,7943,4.90238915872,6463
9,85,180,7230,8063,4.90422069238,6463
10,97,199,7173,8073,4.89972154424,6463
11,99,205,7323,8236,4.89548204615,6463
12,96,200,6814,7692,4.89972776972,6463
13,98,200,7091,7993,4.90109981571,6463
14,92,187,7072,8001,4.90097267243,6463
15,84,175,7059,7934,4.90080822421,6463
16,91,187,7343,8262,4.89872101522,6463
17,80,164,7205,8099,4.89955350441,6463
18,84,178,7093,7997,4.90241923253,6463
19,87,181,7037,7933,4.90247971538,6463
20,85,180,7079,7954,4.8991222708,6463
21,85,172,7108,7937,4.9041029352,6463
22,77,156,7334,8192,4.89828729142,6463
23,92,190,7071,7907,4.90267988823,6463
24,100,211,7326,8201,4.89984744243,6463
25,100,201,7038,7943,4.89939269569,6463
26,77,160,7009,7887,4.90261006717,6463
27,81,169,7052,7899,4.90457506537,6463
28,97,198,7050,7927,4.90434702156,6463
29,63,128,7034,7919,4.89971785685,6463
