lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,1537,3861,25532,29962,4.79525540547,6463
1,1546,3890,26938,31215,4.7942404142,6463
2,1581,3941,25107,29404,4.79898106274,6463
3,1572,3949,25885,30240,4.79205321456,6463
4,1537,3887,25973,30385,4.79825924328,6463
5,1577,3957,26283,30854,4.79655490078,6463
6,1521,3867,26576,30917,4.79463252312,6463
7,1556,3894,25470,30025,4.80078702409,6463
8,1571,3943,25624,29934,4.80164508559,6463
9,1570,3966,25769,30266,4.79881718918,6463
10,1533,3890,26249,30491,4.79672835199,6463
11,1539,3870,26375,30472,4.79994308961,6463
12,1547,3905,25566,30106,4.79910289042,6463
13,1561,3912,25701,29800,4.80059614156,6463
14,1560,3960,25950,30385,4.7985698943,6463
15,1563,3900,25683,30023,4.79625976555,6463
16,1575,3921,25487,29792,4.79580564136,6463
17,1544,3882,25816,30452,4.79702296045,6463
18,1586,3964,25913,30525,4.79696659599,6463
19,1600,3966,25793,30198,4.79920695157,6463
20,1563,3974,25498,29931,4.80042518054,6463
21,1583,3937,25759,29858,4.79612625313,6463
22,1528,3850,25905,30055,4.79757281323,6463
23,1544,3866,26514,30965,4.79707300366,6463
24,1538,3920,25420,29907,4.80187298573,6463
25,1538,3882,25391,29750,4.79747555221,6463
26,1571,3928,24893,29133,4.79915130544,6463
27,1563,3958,26491,31090,4.79431904669,6463
28,1520,3873,25420,29842,4.79651170559,6463
29,1595,4006,25561,29693,4.79686885609,6463
