lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,415,1080,36368,40506,4.77661567383,6463
1,425,1099,35155,38997,4.78348126729,6463
2,410,1049,33672,37587,4.78714443041,6463
3,392,1041,34282,38257,4.78265634445,6463
4,404,1040,34562,38426,4.78487754474,6463
5,376,986,33122,37130,4.78942065428,6463
6,403,1063,35005,38790,4.78493558529,6463
7,434,1075,31925,35621,4.78694023495,6463
8,409,1054,35210,39191,4.78366678634,6463
9,396,1017,33548,37428,4.78550296517,6463
10,396,1040,34609,38418,4.78532257016,6463
11,405,1051,33367,37171,4.7863515448,6463
12,411,1057,34178,38071,4.78184894871,6463
13,383,1009,34926,39004,4.78415955634,6463
14,373,999,33736,37453,4.78544411052,6463
15,383,1020,33460,37234,4.79120214474,6463
16,402,1071,34973,39003,4.78505449179,6463
17,407,1065,33866,37524,4.78667455099,6463
18,408,1064,35184,39152,4.78320428171,6463
19,394,1010,34141,38043,4.78930586617,6463
20,406,1068,34935,39118,4.78381658076,6463
21,393,1021,32802,36514,4.78556478889,6463
22,382,996,34348,38292,4.78388908355,6463
23,404,1039,32980,36740,4.78516214456,6463
24,403,1026,32957,36731,4.78346450641,6463
25,398,1001,30398,33991,4.78729843899,6463
26,397,1056,34950,39003,4.78159494948,6463
27,444,1141,34674,38622,4.78501958126,6463
28,420,1072,34410,38447,4.78105472223,6463
29,398,1019,33074,36882,4.78399697576,6463
