lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,463,974,25325,29300,4.80868800921,6463
0,341,881,30032,33096,4.832713444,6463
1,349,879,28496,31723,4.82883918951,6463
2,352,877,29638,32751,4.82926558641,6463
3,344,887,28645,31897,4.83081592033,6463
4,369,938,30412,33735,4.82215303329,6463
5,339,911,31510,34849,4.82684790067,6463
6,349,895,30940,34266,4.82513738059,6463
7,352,920,29600,32932,4.82798275621,6463
8,380,948,30111,33416,4.83009242478,6463
9,351,924,30762,33967,4.82950076557,6463
10,365,926,30181,33384,4.83013954681,6463
11,349,915,31454,34737,4.82654567798,6463
12,346,898,30127,33478,4.82447805529,6463
13,368,926,28812,32175,4.82959295043,6463
14,354,910,30863,34278,4.82815007773,6463
15,370,927,30446,33828,4.83113222216,6463
16,337,880,30286,33714,4.82713671465,6463
17,369,921,28996,32091,4.8306311675,6463
18,365,944,30847,34224,4.82846465558,6463
19,353,915,31284,34758,4.82601349596,6463
20,363,923,29659,33018,4.82626658531,6463
21,354,898,30041,33522,4.82584215183,6463
22,352,917,31078,34407,4.82983909599,6463
23,372,923,28967,32152,4.83123704952,6463
24,366,934,31010,34337,4.82785973132,6463
25,365,942,30683,33894,4.83321995792,6463
26,330,868,30761,33819,4.83116416362,6463
27,349,898,30447,33601,4.82556473525,6463
28,346,901,30297,33683,4.82700147826,6463
29,349,892,29855,33069,4.82754103507,6463
