lexicon,clustering
real,0.215475143032
0,0.199207838066
1,0.195275069758
2,0.194741734738
3,0.192838920081
4,0.1974563813
5,0.197142250095
6,0.194305625045
7,0.198906378224
8,0.192607386426
9,0.196317644682
10,0.196356179638
11,0.195840288708
12,0.202274731223
13,0.191727074118
14,0.193615211851
15,0.202062195591
16,0.197935218001
17,0.199777083979
18,0.196015053143
19,0.190164779667
20,0.192914710978
21,0.194577363436
22,0.197119554077
23,0.197595296493
24,0.196568158618
25,0.19234655258
26,0.195811145629
27,0.198017200109
28,0.198240892743
29,0.198284377131
