lexicon,clustering
real,0.215475143032
0,0.226006976323
1,0.220996264975
2,0.22998829044
3,0.227060184528
4,0.225930891197
5,0.226896644557
6,0.224978552708
7,0.230998652272
8,0.223279947874
9,0.228390903018
10,0.221384028031
11,0.226880725189
12,0.221383086308
13,0.223444092493
14,0.222119757818
15,0.225571597094
16,0.219594997388
17,0.227837797383
18,0.229498937599
19,0.226866315033
20,0.228087967163
21,0.227542965555
22,0.227018726988
23,0.225701319036
24,0.224523513473
25,0.231586841772
26,0.223616328915
27,0.221575021606
28,0.225410211222
29,0.225882606174
