lexicon,clustering
real,0.174396831259
0,0.134927038819
1,0.126403286135
2,0.131002769548
3,0.140519587426
4,0.133905621052
5,0.132605980745
6,0.126946959114
7,0.134015496976
8,0.132679223247
9,0.133242888305
10,0.139137981997
11,0.128904519795
12,0.135101420202
13,0.130058627706
14,0.130820784086
15,0.139399744533
16,0.132188716847
17,0.130001912177
18,0.138333901916
19,0.131008589643
20,0.134902029368
21,0.134269215495
22,0.137766391525
23,0.13227291812
24,0.138087877946
25,0.130072277963
26,0.127375345928
27,0.132768046445
28,0.13071443028
29,0.134350398151
