lexicon,clustering
real,0.215475143032
0,0.201237961604
1,0.197071609437
2,0.198602975192
3,0.201514978089
4,0.194744904074
5,0.204438700255
6,0.199145181855
7,0.194490025511
8,0.199709691196
9,0.19417513093
10,0.20515195997
11,0.198574276894
12,0.201860868162
13,0.194157121106
14,0.198339696058
15,0.193934422708
16,0.200583326821
17,0.205364069582
18,0.197081166642
19,0.204688586105
20,0.203666109584
21,0.19886160459
22,0.201278401147
23,0.203160742519
24,0.197831102351
25,0.205195045248
26,0.192156163821
27,0.197746538897
28,0.198585391002
29,0.207486375341
