lexicon,clustering
real,0.215475143032
0,0.201871238752
1,0.20787149175
2,0.202809838532
3,0.211899136471
4,0.201398308907
5,0.201578750027
6,0.198018147181
7,0.202530935537
8,0.203798573193
9,0.204472155116
10,0.204345829293
11,0.203115925135
12,0.202287654773
13,0.203642496362
14,0.204036362206
15,0.205685057706
16,0.195902702423
17,0.203747235455
18,0.203797332031
19,0.197630911294
20,0.199636855705
21,0.207690284352
22,0.20341855926
23,0.206163566862
24,0.195026900695
25,0.204263415066
26,0.201750835182
27,0.203502979578
28,0.197634027402
29,0.200648596625
