lexicon,clustering
real,0.215475143032
0,0.18364598804
1,0.180296285168
2,0.183950298573
3,0.182570132651
4,0.182690772207
5,0.183226327611
6,0.182854180773
7,0.18479410946
8,0.187781673431
9,0.180447274586
10,0.180608357999
11,0.181845334774
12,0.178619353065
13,0.179919645289
14,0.184759699816
15,0.178263107139
16,0.180771033898
17,0.185511971947
18,0.181506653871
19,0.181120764376
20,0.184842281879
21,0.175319174816
22,0.179172207277
23,0.180310410273
24,0.179182300604
25,0.184201697532
26,0.177744235762
27,0.186610457224
28,0.184721885208
29,0.181148411529
