lexicon,clustering
real,0.215475143032
0,0.116745135689
1,0.109798540078
2,0.108872286516
3,0.106073107995
4,0.111017930303
5,0.112693527172
6,0.110043046306
7,0.108889903884
8,0.10979934305
9,0.103456660539
10,0.108430590348
11,0.111097626383
12,0.109904278319
13,0.108269838609
14,0.107496251709
15,0.110620563061
16,0.111701991036
17,0.110765075051
18,0.116515899253
19,0.107191471482
20,0.112851422372
21,0.11360943803
22,0.105970024375
23,0.111608847035
24,0.108029476931
25,0.11289802532
26,0.104293026616
27,0.108223121754
28,0.108455554706
29,0.108273591405
