lexicon,clustering
real,0.174396831259
0,0.0231656466139
1,0.017410621105
2,0.0175687233958
3,0.0158625709179
4,0.0182856347051
5,0.0194497531454
6,0.0170555156736
7,0.0193659414884
8,0.0193521421108
9,0.0112321652439
10,0.0210568741603
11,0.0184856983729
12,0.0247354497354
13,0.0198941577885
14,0.0163899506291
15,0.0180775091882
16,0.0172251064168
17,0.0234707380654
18,0.0149715320911
19,0.0152267550011
20,0.0179508596088
21,0.0188992451853
22,0.0224309205287
23,0.0238881753831
24,0.0245252030578
25,0.0167474222088
26,0.0210954667939
27,0.0191511820119
28,0.0165204067419
29,0.0204453723034
