lexicon,clustering
real,0.174396831259
0,0.158978149111
1,0.148766897863
2,0.157267399744
3,0.153870043425
4,0.156372218149
5,0.154871579003
6,0.162744595222
7,0.163156157831
8,0.155151919788
9,0.154159965186
10,0.15526644856
11,0.151382162852
12,0.159473151815
13,0.155758792385
14,0.152873425659
15,0.157899866664
16,0.149883044346
17,0.15548156604
18,0.149866818871
19,0.157458754527
20,0.155739089701
21,0.159059933704
22,0.158125764975
23,0.165548920596
24,0.163450436587
25,0.162178657399
26,0.155916255359
27,0.166946778025
28,0.163127248868
29,0.164334173932
