lexicon,clustering
real,0.215475143032
0,0.216633067198
1,0.217195083765
2,0.217542804162
3,0.211669613556
4,0.214270741386
5,0.217533759856
6,0.219273927497
7,0.21909187315
8,0.218602091277
9,0.216814718753
10,0.217211592972
11,0.217556511271
12,0.213333916619
13,0.218818216499
14,0.215958926339
15,0.216352217868
16,0.217257904284
17,0.218033073478
18,0.216971741139
19,0.213838091301
20,0.215948806958
21,0.212630535723
22,0.211846627867
23,0.220048534349
24,0.215037237378
25,0.21985634501
26,0.215345949987
27,0.21428181576
28,0.213505627367
29,0.213026421873
