lexicon,clustering
real,0.215475143032
0,0.141459539903
1,0.149314253922
2,0.146634288451
3,0.147338900473
4,0.150989460875
5,0.142793894406
6,0.142256134925
7,0.150040752742
8,0.146568520961
9,0.143231563286
10,0.147119552014
11,0.142707373803
12,0.148031676281
13,0.15260093286
14,0.14491995977
15,0.148261764638
16,0.154124064616
17,0.149049898737
18,0.148456095398
19,0.143510794042
20,0.144202608478
21,0.150181662707
22,0.147429683498
23,0.143054511002
24,0.143707441028
25,0.149114964223
26,0.14394288581
27,0.143529994378
28,0.145279142464
29,0.143701408023
