lexicon,clustering
real,0.215475143032
0,0.145493646875
1,0.147618276931
2,0.149245233939
3,0.145635668265
4,0.142643046783
5,0.147065755409
6,0.149379537182
7,0.140618007193
8,0.144313789046
9,0.143479131192
10,0.14541663445
11,0.150470555574
12,0.14989302022
13,0.145759392263
14,0.146834496254
15,0.150830727895
16,0.144992273486
17,0.15020286478
18,0.146085421014
19,0.155747904791
20,0.142337593258
21,0.150072004771
22,0.149784778599
23,0.144178816953
24,0.151058119624
25,0.143345783816
26,0.146674203825
27,0.142903590905
28,0.146393041665
29,0.151892950834
