lexicon,clustering
real,0.174396831259
0,0.17398127239
1,0.168386115067
2,0.166216271564
3,0.165931457944
4,0.166989092585
5,0.168120968517
6,0.169125471178
7,0.172862756898
8,0.168254485288
9,0.170959655295
10,0.175141233276
11,0.165994343951
12,0.165936396465
13,0.172208131512
14,0.167606193424
15,0.160881311939
16,0.168256602781
17,0.164142052299
18,0.170862707863
19,0.17260971788
20,0.168166874361
21,0.165001805038
22,0.162165498144
23,0.166401976588
24,0.172795727126
25,0.169808610691
26,0.171283279791
27,0.163623341161
28,0.16523526195
29,0.165543253526
