lexicon,clustering
real,0.174396831259
0,0.0182908984489
1,0.0158785902421
2,0.0166374012291
3,0.0159601153894
4,0.0101164346336
5,0.0166123165684
6,0.0147936786655
7,0.0149002884736
8,0.0143327480246
9,0.0183003051967
10,0.0166029098206
11,0.0179762949956
12,0.0156204272754
13,0.0204858062628
14,0.0175373134328
15,0.014669300556
16,0.0136376938835
17,0.0223734269827
18,0.0193632676951
19,0.0180541619633
20,0.0216658305113
21,0.0135206321335
22,0.0111145950918
23,0.0142062795267
24,0.0209127680923
25,0.0164471758853
26,0.0156930682721
27,0.0177787532924
28,0.017257201388
29,0.0180275095113
