lexicon,clustering
real,0.174396831259
0,0.073424320943
1,0.0840841220493
2,0.0822582578773
3,0.0867109133934
4,0.0850222540711
5,0.0849207376848
6,0.0806327540487
7,0.0822376090917
8,0.0812406711438
9,0.0813713038453
10,0.0815220096878
11,0.0798318493413
12,0.0799350151272
13,0.0801697801172
14,0.0794700697282
15,0.0777477381466
16,0.0856630069823
17,0.0917529496513
18,0.0819228256633
19,0.0878468970968
20,0.0813443796417
21,0.0861698303545
22,0.0801181223876
23,0.0803574277102
24,0.0860576880777
25,0.0764548987497
26,0.081760727363
27,0.0935213380633
28,0.0814433586693
29,0.080810263923
