lexicon,clustering
real,0.174396831259
0,0.190630386651
1,0.18113514355
2,0.180958675068
3,0.189655625308
4,0.191561030425
5,0.184885212687
6,0.186659454122
7,0.176623238191
8,0.182492272339
9,0.185102004962
10,0.188292097234
11,0.184428463433
12,0.179208577452
13,0.192697154975
14,0.182038354903
15,0.186049231984
16,0.185120809203
17,0.181541692845
18,0.184357851857
19,0.187184680016
20,0.181611320228
21,0.182300840119
22,0.187375200711
23,0.187636192012
24,0.180993009142
25,0.178035395973
26,0.180576703307
27,0.179100742994
28,0.176322047962
29,0.181154859057
