lexicon,clustering
real,0.174396831259
0,0.178688183809
1,0.171444609062
2,0.173534176079
3,0.175416597048
4,0.167529977238
5,0.172473547561
6,0.16600159984
7,0.171576522645
8,0.168995919371
9,0.171389880892
10,0.165793230775
11,0.173532764476
12,0.17505275794
13,0.173382663594
14,0.16419834041
15,0.17556128964
16,0.171847554214
17,0.172694066361
18,0.177772519217
19,0.170167340959
20,0.172838110867
21,0.170270266328
22,0.170339961476
23,0.174853750891
24,0.17113750645
25,0.174378313647
26,0.173778392707
27,0.176675796175
28,0.17010264027
29,0.169095416203
