lexicon,clustering
real,0.215475143032
0,0.171897462708
1,0.167391876534
2,0.174657529848
3,0.167433532808
4,0.170780559123
5,0.17431290097
6,0.171209078603
7,0.173697275857
8,0.170456047278
9,0.173699514406
10,0.172967853702
11,0.170234437046
12,0.168354358279
13,0.167849436064
14,0.168080348702
15,0.174535251434
16,0.16705237027
17,0.169051184407
18,0.165672862357
19,0.173506587279
20,0.170400216417
21,0.176085209167
22,0.170386381836
23,0.169693918432
24,0.171787295016
25,0.169076571714
26,0.173432275035
27,0.164838701648
28,0.17006054349
29,0.171168547392
