lexicon,clustering
real,0.174396831259
0,0.109931184436
1,0.0982305686774
2,0.0938639455198
3,0.107775519783
4,0.102777867926
5,0.093925244574
6,0.0972617146509
7,0.100548094594
8,0.102584832242
9,0.0963845900399
10,0.10007560532
11,0.0978750434617
12,0.0977227179047
13,0.106615574502
14,0.101363668931
15,0.0996293227055
16,0.101670623917
17,0.108740223932
18,0.0980729389009
19,0.103057613175
20,0.0998635189715
21,0.0972875816814
22,0.100512374281
23,0.100745462783
24,0.0983799225473
25,0.10348597387
26,0.101308531864
27,0.09679616376
28,0.103226291856
29,0.102310807373
