lexicon,clustering
real,0.215475143032
0,0.111624676956
1,0.113651696694
2,0.109241681627
3,0.108149494052
4,0.112065743542
5,0.111204238425
6,0.110523785472
7,0.108927031442
8,0.10950323497
9,0.110881511795
10,0.112661469519
11,0.113007145721
12,0.113031649881
13,0.113377424473
14,0.111813715015
15,0.115264970279
16,0.112343853904
17,0.109975076483
18,0.117588948611
19,0.108034595999
20,0.115993082625
21,0.108084995936
22,0.114186849859
23,0.112380147466
24,0.112745655472
25,0.106857332659
26,0.111296877499
27,0.112113714741
28,0.109961849087
29,0.111608838556
