lexicon,clustering
real,0.215475143032
0,0.203591017223
1,0.200573172116
2,0.205720436643
3,0.204318188029
4,0.202893642396
5,0.201811138605
6,0.20290384551
7,0.20049072655
8,0.206419367075
9,0.198547572074
10,0.206542022849
11,0.20431489448
12,0.205540780502
13,0.201548593717
14,0.19663421489
15,0.205252945444
16,0.205348694437
17,0.198557775486
18,0.195298272173
19,0.201383267428
20,0.204863006696
21,0.194797859102
22,0.208153111104
23,0.20718610784
24,0.200933373598
25,0.203071628976
26,0.196726209152
27,0.204433931294
28,0.201501291209
29,0.205838572068
