lexicon,clustering
real,0.215475143032
0,0.182602966013
1,0.183252816816
2,0.186890947905
3,0.188362861164
4,0.184523572801
5,0.182985548258
6,0.184993366792
7,0.180544296037
8,0.187920782969
9,0.186251367289
10,0.187491525966
11,0.188620767202
12,0.184304444987
13,0.185378350987
14,0.181090313766
15,0.179788975499
16,0.182554645272
17,0.182022804769
18,0.185697538493
19,0.188541786391
20,0.182182923735
21,0.189942509781
22,0.186195374454
23,0.187016678709
24,0.182645213268
25,0.184884435825
26,0.185809597703
27,0.182858885607
28,0.185469813227
29,0.184717043942
