lexicon,clustering
real,0.174396831259
0,0.155429298698
1,0.160458511653
2,0.152879699931
3,0.162063723517
4,0.147388043569
5,0.158283453636
6,0.151627603321
7,0.156980750959
8,0.148449082398
9,0.15542073349
10,0.155875986345
11,0.157222661626
12,0.147176515962
13,0.158046500451
14,0.15039198563
15,0.151885657789
16,0.157310231971
17,0.148646942383
18,0.164816814966
19,0.153664885938
20,0.152726955313
21,0.153018271539
22,0.1476109426
23,0.154297604152
24,0.148094790556
25,0.146277746889
26,0.166478927738
27,0.153124419392
28,0.149423240657
29,0.155117187037
