lexicon,clustering
real,0.215475143032
0,0.141313356035
1,0.146361444966
2,0.151299403713
3,0.14350686295
4,0.145879465886
5,0.145153194202
6,0.139051667019
7,0.147214502149
8,0.146200157094
9,0.144010742723
10,0.152441371172
11,0.147818666237
12,0.139557939479
13,0.144609796781
14,0.143555762666
15,0.147549313539
16,0.142526579669
17,0.146057537349
18,0.139195297225
19,0.14258789313
20,0.145112856186
21,0.142251769376
22,0.14508917517
23,0.141846082872
24,0.143260745398
25,0.146526073478
26,0.148322587059
27,0.146632085651
28,0.146688071638
29,0.143011261178
